"date","region","population","total_responses","pct_cli","pct_cli_smooth","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom"
2020-06-08,"ESAN",8414240,391,0,0.518994064952857,0,NA,0.543377081487082,45721.0517413187,1433320.68483469,43669.4062108893,1456601.28881651,1000
2020-06-09,"ESAN",8414240,385,0.52,0.517270219877384,2.002,NA,0.54297502661046,45687.2218790679,1479007.90671376,43524.3577490108,1500125.64656552,1000
2020-06-10,"ESAN",8414240,345,1.16,0.515488154015338,4.002,NA,0.542365262574616,45635.9148696583,1524643.82158341,43374.4104504202,1543500.05701594,1000
2020-06-11,"ESAN",8414240,351,0.57,0.513644288783043,2.0007,NA,0.541534921559739,45566.0479838482,1570209.86956726,43219.2632044983,1586719.32022044,1000
2020-06-12,"ESAN",8414240,403,0.75,0.51173504559682,3.0225,NA,0.54047113574602,45476.5384923959,1615686.40805966,43058.6149006259,1629777.93512107,1000
2020-06-13,"ESAN",8414240,325,0.31,0.509756845872993,1.0075,NA,0.539161037313646,45366.3036660597,1661052.71172572,42892.1644281838,1672670.09954925,1000
2020-06-14,"ESAN",8414240,360,0.84,0.507706111027884,3.024,NA,0.537591758442807,45234.2607755981,1706286.97250132,42719.6106765526,1715389.7102258,1000
2020-06-15,"ESAN",8414240,358,1.13,0.505579262477815,4.0454,NA,0.535750431313692,45079.3270917692,1751366.29959308,42540.6525351133,1757930.36276092,1000
2020-06-16,"ESAN",8414240,366,0.55,0.503372721639109,2.013,NA,0.53362418810649,44900.4198853315,1796266.71947842,42354.9888932466,1800285.35165416,1000
2020-06-17,"ESAN",8414240,371,0.27,0.501082909928088,1.0017,NA,0.531200161001389,44696.4564270433,1840963.17590546,42162.3186403332,1842447.6702945,1000
2020-06-18,"ESAN",8414240,360,0.56,0.498706248761075,2.016,NA,0.528465482178579,44466.3539876629,1885429.52989312,41962.3406657539,1884410.01096025,1000
2020-06-19,"ESAN",8414240,360,1.11,0.496239159723616,3.996,NA,0.525407283818249,44209.0298379487,1929638.55973107,41754.7538731284,1926164.76483338,1000
2020-06-20,"ESAN",8414240,342,0,0.493680647866117,0,NA,0.52201302008439,43923.4283411488,1973561.98807222,41539.47454501,1967704.23937839,1000
2020-06-21,"ESAN",8414240,375,1.35,0.491038830931098,5.0625,NA,0.518285496748049,43609.785581573,2017171.77365379,41317.1857277368,2009021.42510612,1000
2020-06-22,"ESAN",8414240,358,0.56,0.488323834873752,2.0048,NA,0.514249276776006,43270.1683461974,2060441.94199999,41088.7394434812,2050110.16454961,1000
2020-06-23,"ESAN",8414240,398,0,0.485545785649274,0,NA,0.509930575275482,42906.7824370597,2103348.72443705,40854.9877144155,2090965.15226402,1000
2020-06-24,"ESAN",8414240,417,0.72,0.482714809212858,3.0024,NA,0.505355607353698,42521.8336561978,2145870.55809325,40616.782562712,2131581.93482673,1000
2020-06-25,"ESAN",8414240,405,0.99,0.479841031519698,4.0095,NA,0.500550588117874,42117.5278056494,2187988.0858989,40374.9760105431,2171956.91083728,1000
2020-06-26,"ESAN",8414240,385,1.04,0.476934578524988,4.004,NA,0.49554173267523,41696.0706874523,2229684.15658635,40130.420080081,2212087.33091736,1000
2020-06-27,"ESAN",8414240,371,0,0.474005576183922,0,NA,0.490355256132987,41259.6681036443,2270943.82468999,39883.9667934981,2251971.29771086,1000
2020-06-28,"ESAN",8414240,422,0.24,0.471064150451695,1.0128,NA,0.485017373598366,40810.5258562631,2311754.35054626,39636.4681729667,2291607.76588382,1000
2020-06-29,"ESAN",8414240,412,0.24,0.4681204272835,0.9888,NA,0.479554300178586,40350.8497473466,2352105.2002936,39388.7762406592,2330996.54212448,1000
2020-06-30,"ESAN",8414240,382,0.26,0.465184532634532,0.9932,0.526649941656943,0.473992250980868,39882.8455789326,2391988.04587254,39141.7430187478,2370138.28514323,1000
2020-07-01,"ESAN",8414240,350,0.86,0.462266592459985,3.01,NA,0.468357441112433,39408.7191530588,2431396.76502559,38896.220529405,2409034.50567263,1000
2020-07-02,"ESAN",8414240,382,0.26,0.459376732715052,0.9932,NA,0.462676085680501,38930.676271763,2470327.44129736,38653.060794803,2447687.56646744,1000
2020-07-03,"ESAN",8414240,336,0.9,0.456525079354929,3.024,NA,0.456974399792292,38450.922737083,2508778.36403444,38413.1158371142,2486100.68230455,1000
2020-07-04,"ESAN",8414240,352,0.57,0.453721758334808,2.0064,NA,0.451278598555027,37971.6643510565,2546750.0283855,38177.2376785108,2524277.91998306,1000
2020-07-05,"ESAN",8414240,383,0.78,0.450976895609886,2.9874,NA,0.445614897075927,37495.1069157215,2584245.13530122,37946.2783411652,2562224.19832423,1000
2020-07-06,"ESAN",8414240,406,0,0.448300617135354,0,NA,0.440009510462211,37023.4562331155,2621268.59153433,37721.0898472498,2599945.28817148,1000
2020-07-07,"ESAN",8414240,370,0.54,0.445703048866409,1.998,NA,0.4344886538211,36558.9181052765,2657827.50963961,37502.5242189369,2637447.81239041,1000
2020-07-08,"ESAN",8414240,413,0.73,0.443194316758242,3.0149,NA,0.429078542259814,36103.6983342422,2693931.20797385,37291.4334783987,2674739.24586881,1000
2020-07-09,"ESAN",8414240,356,0.85,0.44078454676605,3.026,NA,0.423805390885575,35660.0027220504,2729591.2106959,37088.6696478077,2711827.91551662,1000
2020-07-10,"ESAN",8414240,361,0,0.438483864845026,0,NA,0.418695414805602,35230.0370707389,2764821.24776664,36895.0847493361,2748723.00026596,1000
2020-07-11,"ESAN",8414240,234,0,0.436302396950364,0,NA,0.413774829127115,34816.0071823454,2799637.25494899,36711.5308051563,2785434.53107111,1000
2020-07-12,"ESAN",8414240,428,0,0.434250269037258,0,NA,0.409069848957336,34420.1188589077,2834057.3738079,36538.8598374406,2821973.39090855,1000
2020-07-13,"ESAN",8414240,463,0.22,0.432337607060903,1.0186,NA,0.404606689403484,34044.5779024637,2868101.95171036,36377.9238683613,2858351.31477692,1000
2020-07-14,"ESAN",8414240,747,0.13,0.430574536976492,0.9711,NA,0.40041156557278,33691.5901150511,2901793.54182541,36229.5749200908,2894580.88969701,1000
2020-07-15,"ESAN",8414240,529,0.38,0.42897118473922,2.0102,NA,0.396510692572445,33363.3612987077,2935156.90312412,36094.6650148014,2930675.55471181,1000
2020-07-16,"ESAN",8414240,392,0.51,0.427537676304281,1.9992,NA,0.392930285509698,33062.0972554712,2968219.00037959,35974.0461746654,2966649.60088647,1000
2020-07-17,"ESAN",8414240,419,0.72,0.426284137626869,3.0168,NA,0.389696559491761,32790.0037873796,3001009.00416697,35868.5704218551,3002518.17130833,1000
2020-07-18,"ESAN",8414240,459,0.87,0.425220694662178,3.9933,NA,0.386835729625853,32549.2866964704,3033558.29086344,35779.0897785428,3038297.26108687,1000
2020-07-19,"ESAN",8414240,495,0,0.424357473365402,0,NA,0.384374011019196,32342.1517847816,3065900.44264822,35706.456266901,3074003.71735377,1000
2020-07-20,"ESAN",8414240,448,0.22,0.423704599691736,0.9856,0.348157498552403,0.382337618779009,32170.8048543509,3098071.24750257,35651.5219091019,3109655.23926287,1000
2020-07-21,"ESAN",8414240,467,0,0.423272199596373,0,NA,0.380752768012513,32037.4517072161,3130108.69920979,35615.1387273178,3145270.37799019,1000
2020-07-22,"ESAN",8414240,478,0.63,0.423070399034507,3.0114,NA,0.379645673826928,31944.2981454149,3162052.9973552,35598.1587437211,3180868.53673391,1000
2020-07-23,"ESAN",8414240,461,0,0.423109323961334,0,NA,0.379042551329476,31893.5499709853,3193946.54732619,35601.4339804841,3216469.9707144,1000
2020-07-24,"ESAN",8414240,469,0.43,0.423399100332046,2.0167,NA,0.378968179620992,31887.2921569413,3225833.83948313,35625.8164597791,3252095.78717418,1000
2020-07-25,"ESAN",8414240,414,0.72,0.423949854101838,2.9808,NA,0.379428426896667,31926.0184673101,3257759.85795044,35672.1582037785,3287767.94537795,1000
2020-07-26,"ESAN",8414240,495,0.41,0.424771711225905,2.0295,NA,0.380415818051569,32009.0999288224,3289768.95787926,35741.3112346546,3323509.25661261,1000
2020-07-27,"ESAN",8414240,510,0.59,0.42587479765944,3.009,NA,0.381922598119087,32135.8840199754,3321904.84189924,35834.1275745797,3359343.38418719,1000
2020-07-28,"ESAN",8414240,458,0.44,0.427269239357637,2.0152,NA,0.383941012132609,32305.7182192668,3354210.5601185,35951.4592457261,3395294.84343291,1000
2020-07-29,"ESAN",8414240,503,0.2,0.428965162275691,1.006,NA,0.386463305125524,32517.9500051939,3386728.5101237,36094.1582702661,3431389.00170318,1000
2020-07-30,"ESAN",8414240,478,0.42,0.430972692368796,2.0076,NA,0.389481722131222,32771.9268562542,3419500.43697995,36263.0766703722,3467652.07837355,1000
2020-07-31,"ESAN",8414240,494,0.61,0.433301955592146,3.0134,NA,0.392988508183092,33066.996250945,3452567.4332309,36459.0664682166,3504111.14484177,1000
2020-08-01,"ESAN",8414240,402,0.25,0.435960689014613,1.005,NA,0.396975908314522,33402.5056677639,3485969.93889866,36682.7786793431,3540793.92352111,1000
2020-08-02,"ESAN",8414240,489,0.82,0.438945789625328,4.0098,NA,0.401436167558902,33777.8025852082,3519747.74148387,36933.9522089702,3577727.87573008,1000
2020-08-03,"ESAN",8414240,469,0.21,0.442251081231013,0.9849,NA,0.406361530949621,34192.2344817754,3553939.97596564,37212.0673773724,3614939.94310746,1000
2020-08-04,"ESAN",8414240,385,1.04,0.445870387437089,4.004,NA,0.411744243520067,34645.1488359629,3588585.12480161,37516.6044878865,3652456.54759534,1000
2020-08-05,"ESAN",8414240,424,0.24,0.449797531848975,1.0176,NA,0.417576550303631,35135.8931262682,3623721.01792788,37847.0438438492,3690303.59143919,1000
2020-08-06,"ESAN",8414240,439,0.23,0.454026338072092,1.0097,NA,0.4238506963337,35663.8148311887,3659384.83275906,38202.8657485972,3728506.45718779,1000
2020-08-07,"ESAN",8414240,404,0.25,0.458550629711859,1.01,NA,0.430558926643664,36228.2614292218,3695613.09418829,38583.5505054671,3767090.00769326,1000
2020-08-08,"ESAN",8414240,453,0.44,0.463364230373698,1.9932,0.426308416580549,0.437693486266912,36828.580398865,3732441.67458715,38988.5784177958,3806078.58611105,1000
2020-08-09,"ESAN",8414240,482,0.62,0.468460963663028,2.9884,NA,0.445246620236833,37464.1192186157,3769905.79380577,39417.42978892,3845496.01589997,1000
2020-08-10,"ESAN",8414240,487,0.62,0.47383465318527,3.0194,NA,0.453210573586816,38134.2253669713,3808040.01917274,39869.5849221762,3885365.60082215,1000
2020-08-11,"ESAN",8414240,462,0.22,0.479479122545843,1.0164,NA,0.46157759135025,38838.2463224292,3846878.26549517,40344.5241209013,3925710.12494305,1000
2020-08-12,"ESAN",8414240,469,0,0.485388195350168,0,NA,0.470339918560524,39575.529563487,3886453.79505865,40841.727688432,3966551.85263148,1000
2020-08-13,"ESAN",8414240,456,0.44,0.491555695203666,2.0064,NA,0.479489800251027,40345.422568642,3926799.2176273,41360.6759281049,4007912.52855959,1000
2020-08-14,"ESAN",8414240,458,0.44,0.497975445711756,2.0152,NA,0.489019481455148,41147.2728163917,3967946.49044369,41900.8491432569,4049813.37770284,1000
2020-08-15,"ESAN",8414240,461,0.22,0.504641270479859,1.0142,NA,0.498921207206277,41980.4277852334,4009926.91822892,42461.7276372245,4092275.10534007,1000
2020-08-16,"ESAN",8414240,494,0.2,0.511546993113395,0.988,NA,0.509187222537802,42844.2349536647,4052771.15318259,43042.7917133445,4135317.89705341,1000
2020-08-17,"ESAN",8414240,503,0.8,0.518686437217784,4.024,NA,0.519809772483112,43738.041800183,4096509.19498277,43643.5216749536,4178961.41872837,1000
2020-08-18,"ESAN",8414240,449,0.89,0.526053426398446,3.9961,NA,0.530781102075596,44661.1958032857,4141170.39078605,44263.3978253886,4223224.81655375,1000
2020-08-19,"ESAN",8414240,515,0.78,0.533641784260802,4.017,NA,0.542093456348644,45613.0444414701,4186783.43522752,44901.9004679861,4268126.71702174,1000
2020-08-20,"ESAN",8414240,496,1.01,0.541445334410272,5.0096,NA,0.553739080335644,46592.9351932339,4233376.37042076,45558.5099060829,4313685.22692782,1000
2020-08-21,"ESAN",8414240,517,0,0.549457900452276,0,NA,0.565710219069986,47600.2155370744,4280976.58595783,46232.7064430156,4359917.93337084,1000
2020-08-22,"ESAN",8414240,472,0.43,0.557673305992234,2.0296,NA,0.577999117585058,48634.232951489,4329610.81890932,46923.970382121,4406841.90375296,1000
2020-08-23,"ESAN",8414240,562,0.71,0.566085374635567,3.9902,NA,0.59059802091425,49694.3349149752,4379305.1538243,47631.7820267358,4454473.6857797,1000
2020-08-24,"ESAN",8414240,530,0.57,0.574687929987695,3.021,NA,0.60349917409095,50779.8689060304,4430085.02273033,48355.6216801966,4502829.30745989,1000
2020-08-25,"ESAN",8414240,511,0.79,0.583474795654037,4.0369,NA,0.616694822148548,51890.182403152,4481975.20513348,49094.9696458403,4551924.27710573,1000
2020-08-26,"ESAN",8414240,516,0.59,0.592439795240015,3.0444,0.64363387041481,0.630177210120433,53024.6228848375,4534999.82801832,49849.3062270035,4601773.58333274,1000
2020-08-27,"ESAN",8414240,531,0.76,0.601576752351049,4.0356,NA,0.64382710068669,54173.1574368197,4589172.98545514,50618.1117270229,4652391.69505976,1000
2020-08-28,"ESAN",8414240,499,0.8,0.610879490592558,3.992,NA,0.657478411552356,55321.8114962029,4644494.79695134,51400.8664492352,4703792.56150899,1000
2020-08-29,"ESAN",8414240,449,0.45,0.620341833569963,2.0205,NA,0.671129722418021,56470.4655555861,4700965.26250693,52197.0506969772,4755989.61220597,1000
2020-08-30,"ESAN",8414240,515,0.39,0.629957604888684,2.0085,NA,0.684781033283687,57619.1196149693,4758584.3821219,53006.1447735856,4808995.75697956,1000
2020-08-31,"ESAN",8414240,450,1.34,0.639720628154141,6.03,NA,0.698432344149353,58767.7736743525,4817352.15579625,53827.628982397,4862823.38596195,1000
2020-09-01,"ESAN",8414240,413,1.23,0.649624726971755,5.0799,NA,0.712083655015018,59916.4277337357,4877268.58352998,54660.9836267482,4917484.3695887,1000
2020-09-02,"ESAN",8414240,471,0.21,0.659663724946946,0.9891,NA,0.725734965880684,61065.0817931189,4938333.6653231,55505.6890099759,4972990.05859868,1000
2020-09-03,"ESAN",8414240,432,0.23,0.669831445685134,0.9936,NA,0.73938627674635,62213.7358525021,5000547.4011756,56361.2254354169,5029351.28403409,1000
2020-09-04,"ESAN",8414240,423,0.48,0.68012171279174,2.0304,NA,0.753037587612016,63362.3899118853,5063909.79108749,57227.0732064077,5086578.3572405,1000
2020-09-05,"ESAN",8414240,423,0.24,0.690528349872183,1.0152,NA,0.766688898477681,64511.0439712685,5128420.83505876,58102.7126262851,5144681.06986679,1000
2020-09-06,"ESAN",8414240,457,0.67,0.701045180531883,3.0619,NA,0.780340209343347,65659.6980306516,5194080.53308941,58987.6239983859,5203668.69386517,1000
2020-09-07,"ESAN",8414240,475,0.85,0.711666028376262,4.0375,NA,0.793991520209013,66808.3520900348,5260888.88517945,59881.2876260468,5263549.98149122,1000
2020-09-08,"ESAN",8414240,461,0.87,0.722384717010738,4.0107,NA,0.807642831074679,67957.006149418,5328845.89132886,60783.1838126044,5324333.16530382,1000
2020-09-09,"ESAN",8414240,424,0.71,0.733195070040734,3.0104,NA,0.821294141940344,69105.6602088012,5397951.55153766,61692.7928613954,5386025.95816522,1000
2020-09-10,"ESAN",8414240,437,0.92,0.744090911071668,4.0204,NA,0.83494545280601,70254.3142681844,5468205.86580585,62609.5950757567,5448635.55324098,1000
2020-09-11,"ESAN",8414240,422,0.95,0.755066063708961,4.009,NA,0.848596763671676,71402.9683275676,5539608.83413342,63533.0707590248,5512168.624,1000
