"signal","abs_error"
"batched_pct_aches_muscle_pain_smooth_high",3.72433068018097
"pct_aches_muscle_pain_smooth",3.77285253716609
"pct_aches_muscle_pain_smooth_low",3.83800457036491
"pct_aches_muscle_pain_smooth_high",3.71849483234839
"batched_pct_sore_throat",3.50614133004845
"batched_pct_sore_throat_smooth",3.59429144236351
"batched_pct_sore_throat_smooth_low",3.63503592304744
"batched_pct_sore_throat_smooth_high",3.56376306827692
"pct_sore_throat_smooth",3.55845079024961
"pct_sore_throat_smooth_low",3.62189511506325
"pct_sore_throat_smooth_high",3.50976414077003
"batched_pct_chest_pain",3.38288989471351
"batched_pct_chest_pain_smooth",3.65532789964338
"batched_pct_chest_pain_smooth_low",3.78101026978604
"batched_pct_chest_pain_smooth_high",3.56647948007666
"pct_chest_pain_smooth",3.64411311275528
"pct_chest_pain_smooth_low",3.74787175355341
"pct_chest_pain_smooth_high",3.56467555727214
"batched_pct_nausea",3.37998792500044
"batched_pct_nausea_smooth",3.57011110561483
"batched_pct_nausea_smooth_low",3.5852347366364
"batched_pct_nausea_smooth_high",3.5588146752399
"pct_nausea_smooth",3.50734463702057
"pct_nausea_smooth_low",3.55705170201216
"pct_nausea_smooth_high",3.46830430350467
"batched_pct_anosmia_ageusia",3.17970819010544
"batched_pct_anosmia_ageusia_smooth",3.18929345210704
"batched_pct_anosmia_ageusia_smooth_low",3.29227540631541
"batched_pct_anosmia_ageusia_smooth_high",3.13029222068294
"pct_anosmia_ageusia_smooth",3.24760509656024
"pct_anosmia_ageusia_smooth_low",3.45469758773056
"pct_anosmia_ageusia_smooth_high",3.11867284786899
"batched_pct_eye_pain",3.63700120596212
"batched_pct_eye_pain_smooth",3.69898822485923
"batched_pct_eye_pain_smooth_low",3.78385240803951
"batched_pct_eye_pain_smooth_high",3.63146818326749
"pct_eye_pain_smooth",3.67394584474022
"pct_eye_pain_smooth_low",3.76672166625493
"pct_eye_pain_smooth_high",3.59796912003603
"batched_pct_headache",3.56844926097863
"batched_pct_headache_smooth",3.63935321985405
"batched_pct_headache_smooth_low",3.6697379605425
"batched_pct_headache_smooth_high",3.61331616776088
"pct_headache_smooth",3.63005363999294
"pct_headache_smooth_low",3.65697886068804
"pct_headache_smooth_high",3.60618252424251
"batched_pct_cmnty_sick",3.2052028868452
"batched_pct_cmnty_sick_smooth",3.05755318685335
"batched_pct_cmnty_sick_smooth_low",3.07109908392723
"batched_pct_cmnty_sick_smooth_high",3.06609009160933
"pct_cmnty_sick_smooth",3.18118486527019
"pct_cmnty_sick_smooth_low",3.23514827282648
"pct_cmnty_sick_smooth_high",3.15563954833088
"batched_pct_ever_tested",4.10499319299777
"batched_pct_ever_tested_smooth",3.92193211001841
"batched_pct_ever_tested_smooth_low",3.99876373819184
"batched_pct_ever_tested_smooth_high",3.86302859053633
"pct_ever_tested_smooth",3.97601127938907
"pct_ever_tested_smooth_low",4.04602945239077
"pct_ever_tested_smooth_high",3.92010208949621
"batched_pct_tested_recently",3.7781003011479
"batched_pct_tested_recently_smooth",3.52062697312208
"batched_pct_tested_recently_smooth_low",3.59273212154617
"batched_pct_tested_recently_smooth_high",3.47842992583721
"pct_tested_recently_smooth",3.50041760752063
"pct_tested_recently_smooth_low",3.59142521509301
"pct_tested_recently_smooth_high",3.4435374886608
"batched_pct_worked_outside_home",3.88975150657951
"batched_pct_worked_outside_home_smooth",3.83008009930905
"batched_pct_worked_outside_home_smooth_low",3.89296546835796
"batched_pct_worked_outside_home_smooth_high",3.77797693229149
"pct_worked_outside_home_smooth",3.85990946916451
"pct_worked_outside_home_smooth_low",3.91523904613245
"pct_worked_outside_home_smooth_high",3.81234574375864
"batched_pct_grocery_outside_home",3.85034668267839
"batched_pct_grocery_outside_home_smooth",3.81913971001253
"batched_pct_grocery_outside_home_smooth_low",3.83920972290656
"batched_pct_grocery_outside_home_smooth_high",3.80030209555976
"pct_grocery_outside_home_smooth",3.82347120654107
"pct_grocery_outside_home_smooth_low",3.83682658964526
"pct_grocery_outside_home_smooth_high",3.81080845888662
"batched_pct_ate_outside_home",4.47713013368644
"batched_pct_ate_outside_home_smooth",4.16679413750983
"batched_pct_ate_outside_home_smooth_low",4.22104115072937
"batched_pct_ate_outside_home_smooth_high",4.12459012980218
"pct_ate_outside_home_smooth",4.2589961025059
"pct_ate_outside_home_smooth_low",4.31818697282949
"pct_ate_outside_home_smooth_high",4.21322475719212
"batched_pct_spent_time_with_non_hh",4.36467044429811
"batched_pct_spent_time_with_non_hh_smooth",4.27695875993884
"batched_pct_spent_time_with_non_hh_smooth_low",4.31213626014497
"batched_pct_spent_time_with_non_hh_smooth_high",4.24612384418637
"pct_spent_time_with_non_hh_smooth",4.32139960926741
"pct_spent_time_with_non_hh_smooth_low",4.36525875814218
"pct_spent_time_with_non_hh_smooth_high",4.28196474846095
"batched_pct_attended_public_event",3.55770554610509
"batched_pct_attended_public_event_smooth",3.15665567570736
"batched_pct_attended_public_event_smooth_low",3.16027105082468
"batched_pct_attended_public_event_smooth_high",3.15766327007057
"pct_attended_public_event_smooth",3.14868264137582
"pct_attended_public_event_smooth_low",3.08370819218821
"pct_attended_public_event_smooth_high",3.20877778153145
"batched_pct_used_public_transit",3.37687168103281
"batched_pct_used_public_transit_smooth",3.24763996044226
"batched_pct_used_public_transit_smooth_low",3.28104780168579
"batched_pct_used_public_transit_smooth_high",3.22511422043501
"pct_used_public_transit_smooth",3.24826876871468
"pct_used_public_transit_smooth_low",3.28065176507937
"pct_used_public_transit_smooth_high",3.22413169161814
"batched_pct_direct_contact_with_non_hh",4.16474508142876
"batched_pct_direct_contact_with_non_hh_smooth",4.05781304741442
"batched_pct_direct_contact_with_non_hh_smooth_low",4.1053121329595
"batched_pct_direct_contact_with_non_hh_smooth_high",4.01696523292251
"pct_direct_contact_with_non_hh_smooth",4.0950553887761
"pct_direct_contact_with_non_hh_smooth_low",4.13338740382506
"pct_direct_contact_with_non_hh_smooth_high",4.06082103651562
"pct_ene_cli",0
