"signal","estimate","pvalue"
"batched_pct_cli_smooth_high",0.403459407098031,0.000645869902940146
"pct_cli_smooth",0.405809234602949,0.000596176988728988
"pct_cli_smooth_low",-0.184478877080401,0.132065436427438
"pct_cli_smooth_high",0.313467658805803,0.00924233449109591
"batched_pct_ili",0.354516048526168,0.00301501693329078
"batched_pct_ili_smooth",0.352792331999781,0.00316978780648712
"batched_pct_ili_smooth_low",0.122333845166807,0.320307116980206
"batched_pct_ili_smooth_high",0.401994818464599,0.000678716249111238
"pct_ili_smooth",0.454683045550624,9.81231809783782e-05
"pct_ili_smooth_low",0.165834806283807,0.17652420398049
"pct_ili_smooth_high",0.53177990792899,3.06322646323365e-06
"batched_pct_fever",0.385027823658672,0.00118641676761292
"batched_pct_fever_smooth",0.248465140295641,0.0410455700737045
"batched_pct_fever_smooth_low",0.0189068682835888,0.878372154469963
"batched_pct_fever_smooth_high",0.303995397654672,0.0117258664135061
"pct_fever_smooth",0.474608111022448,4.33215352158001e-05
"pct_fever_smooth_low",0.221207904372143,0.0698568170014321
"pct_fever_smooth_high",0.557472423960139,7.88886002883006e-07
"batched_pct_cough",0.0639145637274312,0.604589821793575
"batched_pct_cough_smooth",0.203199640497158,0.0965228845740765
"batched_pct_cough_smooth_low",0.131945065378451,0.283463007199326
"batched_pct_cough_smooth_high",0.254994432072309,0.0358538544726007
"pct_cough_smooth",0.0952777107262846,0.439596727899454
"pct_cough_smooth_low",-0.0769525190006082,0.532806299458784
"pct_cough_smooth_high",0.206740030929832,0.0907331685846007
"batched_pct_difficulty_breathing",-0.189960870090301,0.120762633541112
"batched_pct_difficulty_breathing_smooth",0.0766798774893314,0.534263137062188
"batched_pct_difficulty_breathing_smooth_low",-0.019648948924845,0.873636808124385
"batched_pct_difficulty_breathing_smooth_high",0.181532805270712,0.138461447470115
"pct_difficulty_breathing_smooth",-0.0562987611192569,0.648385452011575
"pct_difficulty_breathing_smooth_low",-0.253057012199899,0.0373339015532567
"pct_difficulty_breathing_smooth_high",0.142439904925972,0.246565227856125
"batched_pct_fatigue",-0.0828462010522667,0.50180177230871
"batched_pct_fatigue_smooth",-0.00567598011510411,0.963359728892148
"batched_pct_fatigue_smooth_low",-0.0245215736437203,0.842660968969104
"batched_pct_fatigue_smooth_high",0.0142192536849773,0.908376270849154
"pct_fatigue_smooth",-0.0421377760251849,0.732963234038164
"pct_fatigue_smooth_low",-0.116106023083631,0.345743282091997
"pct_fatigue_smooth_high",0.041910426355427,0.734350617188785
"batched_pct_stuffy_runny_nose",0.0027404742237175,0.98230469840307
"batched_pct_stuffy_runny_nose_smooth",0.0802256095258358,0.515471557468895
"batched_pct_stuffy_runny_nose_smooth_low",0.0754998642372105,0.540591007612038
"batched_pct_stuffy_runny_nose_smooth_high",0.0834223707924908,0.498821647740321
"pct_stuffy_runny_nose_smooth",0.0168145389290581,0.891746054205178
"pct_stuffy_runny_nose_smooth_low",-0.0342874544968249,0.781333846499745
"pct_stuffy_runny_nose_smooth_high",0.0699358313130133,0.570912431838896
"batched_pct_aches_muscle_pain",0.166478299603157,0.174827775623003
"batched_pct_aches_muscle_pain_smooth",0.267712864223186,0.0273039280397506
"batched_pct_aches_muscle_pain_smooth_low",0.201099775690272,0.100090893619203
"batched_pct_aches_muscle_pain_smooth_high",0.302437533339855,0.0121853553012979
"pct_aches_muscle_pain_smooth",0.31930074885615,0.00795273190685272
"pct_aches_muscle_pain_smooth_low",0.149751789948028,0.22289073257112
"pct_aches_muscle_pain_smooth_high",0.34878446249102,0.00355731211308199
"batched_pct_sore_throat",0.162401712209795,0.185777679009179
"batched_pct_sore_throat_smooth",0.266992458844283,0.0277374439746013
"batched_pct_sore_throat_smooth_low",0.159872393037584,0.192815845032581
"batched_pct_sore_throat_smooth_high",0.364445596415346,0.00224758823945979
"pct_sore_throat_smooth",0.300679272674589,0.0127225986054788
"pct_sore_throat_smooth_low",0.127207106693394,0.301259793256254
"pct_sore_throat_smooth_high",0.411830033510093,0.000484307834536296
"batched_pct_chest_pain",0.283632801476221,0.0190837921815837
"batched_pct_chest_pain_smooth",0.450162087675179,0.000117308784313165
"batched_pct_chest_pain_smooth_low",0.343761738441719,0.0041020634264664
"batched_pct_chest_pain_smooth_high",0.486801001122467,2.56055813568452e-05
"pct_chest_pain_smooth",0.326115145880477,0.00664792839978629
"pct_chest_pain_smooth_low",0.167313858904416,0.172642790681445
"pct_chest_pain_smooth_high",0.416413290182249,0.000412362354819528
"batched_pct_nausea",0.0722869513784443,0.558003739781675
"batched_pct_nausea_smooth",0.0570350048947201,0.644096118127624
"batched_pct_nausea_smooth_low",-0.0404265962213745,0.743426209088633
"batched_pct_nausea_smooth_high",0.15638520361106,0.202830398003089
"pct_nausea_smooth",0.0270444963033854,0.826712378318454
"pct_nausea_smooth_low",-0.0907158393549317,0.461906014769176
"pct_nausea_smooth_high",0.170078902460502,0.165554519817248
"batched_pct_anosmia_ageusia",0.265596178856551,0.0285942014661367
"batched_pct_anosmia_ageusia_smooth",0.336184247770215,0.00506406161729876
"batched_pct_anosmia_ageusia_smooth_low",0.246270716262926,0.0429243636747031
"batched_pct_anosmia_ageusia_smooth_high",0.395424966260063,0.000845530821467346
"pct_anosmia_ageusia_smooth",0.352080395858492,0.00323574932696889
"pct_anosmia_ageusia_smooth_low",0.194579684443566,0.1118267406249
"pct_anosmia_ageusia_smooth_high",0.445479204965905,0.000140777007536499
"batched_pct_eye_pain",0.263524453532833,0.0299063720650131
"batched_pct_eye_pain_smooth",0.311618703598277,0.00968748539827386
"batched_pct_eye_pain_smooth_low",0.255735017294677,0.0353011700776641
"batched_pct_eye_pain_smooth_high",0.344297771209963,0.00404059700941625
"pct_eye_pain_smooth",0.373113459459771,0.00172600098392736
"pct_eye_pain_smooth_low",0.241528050498358,0.0472280984029721
"pct_eye_pain_smooth_high",0.456479229095788,9.13387058846172e-05
"batched_pct_headache",0.377814479203469,0.00149117435237107
"batched_pct_headache_smooth",0.423405328462306,0.000321219641515694
"batched_pct_headache_smooth_low",0.369206709815611,0.00194587280110528
"batched_pct_headache_smooth_high",0.44472664298259,0.000144928267586891
"pct_headache_smooth",0.502822212035876,1.24376544171563e-05
"pct_headache_smooth_low",0.387387419630597,0.0010996861921293
"pct_headache_smooth_high",0.560996335639468,6.49097012752131e-07
"batched_pct_cmnty_sick",0.509462707930168,9.12152596153447e-06
"batched_pct_cmnty_sick_smooth",0.581878755174146,1.94836912726632e-07
"batched_pct_cmnty_sick_smooth_low",0.591387237419041,1.09489651234884e-07
"batched_pct_cmnty_sick_smooth_high",0.568968040706629,4.14040193506679e-07
"pct_cmnty_sick_smooth",0.548833601991045,1.26065849939411e-06
"pct_cmnty_sick_smooth_low",0.529237906848214,3.48231734478121e-06
"pct_cmnty_sick_smooth_high",0.562811085928041,5.86550891046393e-07
"batched_pct_ever_tested",-0.449560230347021,0.000120108587444212
"batched_pct_ever_tested_smooth",-0.386926636829134,0.00111615874609606
"batched_pct_ever_tested_smooth_low",-0.396892250292959,0.000805346483670611
"batched_pct_ever_tested_smooth_high",-0.374902713220157,0.00163296852342346
"pct_ever_tested_smooth",-0.429955877547318,0.000252943261264567
"pct_ever_tested_smooth_low",-0.454096269589275,0.000100438308121327
"pct_ever_tested_smooth_high",-0.403472184044567,0.000645589821724647
"batched_pct_tested_recently",0.412471818215866,0.000473588554119221
"batched_pct_tested_recently_smooth",0.439817060205077,0.000174894357229283
"batched_pct_tested_recently_smooth_low",0.431160754219624,0.000241938237832186
"batched_pct_tested_recently_smooth_high",0.424484074052169,0.000308927138194
"pct_tested_recently_smooth",0.463276838129915,6.93928586113215e-05
"pct_tested_recently_smooth_low",0.38092859310471,0.00135187806744614
"pct_tested_recently_smooth_high",0.495753276747328,1.71808639150269e-05
"batched_pct_worked_outside_home",-0.391445182380113,0.000963835038277349
"batched_pct_worked_outside_home_smooth",-0.400848567987975,0.000705473423691148
"batched_pct_worked_outside_home_smooth_low",-0.440600621530235,0.000169758646640262
"batched_pct_worked_outside_home_smooth_high",-0.348330617726645,0.00360374586857684
"pct_worked_outside_home_smooth",-0.465657281730513,6.29398127946747e-05
"pct_worked_outside_home_smooth_low",-0.556722829867011,8.22066415237276e-07
"pct_worked_outside_home_smooth_high",-0.358512843776661,0.00268176533425885
"batched_pct_grocery_outside_home",-0.49235924149537,2.00131213196679e-05
"batched_pct_grocery_outside_home_smooth",-0.412989223676414,0.000465104592333339
"batched_pct_grocery_outside_home_smooth_low",-0.429416615434781,0.000258015725927733
"batched_pct_grocery_outside_home_smooth_high",-0.389253362364662,0.00103520226941011
"pct_grocery_outside_home_smooth",-0.457508786447472,8.76477586711076e-05
"pct_grocery_outside_home_smooth_low",-0.489439577139526,2.27909479916591e-05
"pct_grocery_outside_home_smooth_high",-0.416031450296815,0.000417960904613381
"batched_pct_ate_outside_home",-0.538192786647833,2.20627239271428e-06
"batched_pct_ate_outside_home_smooth",-0.529258417188095,3.4787307720756e-06
"batched_pct_ate_outside_home_smooth_low",-0.518672156756591,5.86905037449472e-06
"batched_pct_ate_outside_home_smooth_high",-0.537838430447635,2.24704134030667e-06
"pct_ate_outside_home_smooth",-0.540063540396194,2.00229518341845e-06
"pct_ate_outside_home_smooth_low",-0.536640046397169,2.39021237521499e-06
"pct_ate_outside_home_smooth_high",-0.543112356437997,1.7073416507669e-06
"batched_pct_spent_time_with_non_hh",-0.673616523447662,3.07894781097093e-10
"batched_pct_spent_time_with_non_hh_smooth",-0.669082899682219,4.46670709105182e-10
"batched_pct_spent_time_with_non_hh_smooth_low",-0.664606276266548,6.40934435700268e-10
"batched_pct_spent_time_with_non_hh_smooth_high",-0.672800842302221,3.29369043462489e-10
"pct_spent_time_with_non_hh_smooth",-0.692719976042866,5.95981750008844e-11
"pct_spent_time_with_non_hh_smooth_low",-0.697604428520899,3.83712745778368e-11
"pct_spent_time_with_non_hh_smooth_high",-0.687240424520605,9.66790793313641e-11
"batched_pct_attended_public_event",-0.377648979324412,0.00149892644973285
"batched_pct_attended_public_event_smooth",-0.380690997540192,0.00136207712552893
"batched_pct_attended_public_event_smooth_low",-0.376566873841656,0.00155051298265957
"batched_pct_attended_public_event_smooth_high",-0.379957876570421,0.00139398567604431
"pct_attended_public_event_smooth",-0.3716164377394,0.0018074676636564
"pct_attended_public_event_smooth_low",-0.372203240448688,0.00177513174212796
"pct_attended_public_event_smooth_high",-0.36988326732225,0.00190608498524179
"batched_pct_used_public_transit",-0.19049247497982,0.119707184833328
"batched_pct_used_public_transit_smooth",-0.179716952787891,0.142518236596637
"batched_pct_used_public_transit_smooth_low",-0.193389035492871,0.114079945199766
"batched_pct_used_public_transit_smooth_high",-0.167402482247055,0.172412216625569
"pct_used_public_transit_smooth",-0.191518529082499,0.117690036911173
"pct_used_public_transit_smooth_low",-0.212141652796325,0.082429604719999
"pct_used_public_transit_smooth_high",-0.17180558032912,0.161238039139044
"batched_pct_direct_contact_with_non_hh",-0.628255275133132,9.72743719556832e-09
"batched_pct_direct_contact_with_non_hh_smooth",-0.603242195478575,5.19758470916314e-08
"batched_pct_direct_contact_with_non_hh_smooth_low",-0.603228323166484,5.20221050372235e-08
"batched_pct_direct_contact_with_non_hh_smooth_high",-0.599953814197459,6.41019221907847e-08
"pct_direct_contact_with_non_hh_smooth",-0.630343293385578,8.40031758816615e-09
"pct_direct_contact_with_non_hh_smooth_low",-0.6387534297976,4.60077905192968e-09
"pct_direct_contact_with_non_hh_smooth_high",-0.620698111110441,1.63926834589477e-08
"pct_ene_cli",1,0
