"","X","country_agg","GID_0","gender","age_bucket","date","total_responses","weight_sums","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_cli_weighted_sums","pct_ili_weighted_sums","pct_fever_weighted_sums","pct_cough_weighted_sums","pct_difficulty_breathing_weighted_sums","pct_fatigue_weighted_sums","pct_stuffy_runny_nose_weighted_sums","pct_aches_muscle_pain_weighted_sums","pct_sore_throat_weighted_sums","pct_chest_pain_weighted_sums","pct_nausea_weighted_sums","pct_anosmia_ageusia_weighted_sums","pct_eye_pain_weighted_sums","pct_headache_weighted_sums","pct_cmnty_sick_weighted_sums","pct_ever_tested_weighted_sums","pct_tested_recently_weighted_sums","pct_worked_outside_home_weighted_sums","pct_grocery_outside_home_weighted_sums","pct_ate_outside_home_weighted_sums","pct_spent_time_with_non_hh_weighted_sums","pct_attended_public_event_weighted_sums","pct_used_public_transit_weighted_sums","pct_direct_contact_with_non_hh_weighted_sums","pct_wear_mask_all_time_weighted_sums","pct_wear_mask_most_time_weighted_sums","pct_wear_mask_half_time_weighted_sums","pct_wear_mask_some_time_weighted_sums","pct_wear_mask_none_time_weighted_sums","pct_no_public_weighted_sums","pct_feel_nervous_all_time_weighted_sums","pct_feel_nervous_most_time_weighted_sums","pct_feel_nervous_some_time_weighted_sums","pct_feel_nervous_little_time_weighted_sums","pct_feel_nervous_none_time_weighted_sums","pct_feel_depressed_all_time_weighted_sums","pct_feel_depressed_most_time_weighted_sums","pct_feel_depressed_some_time_weighted_sums","pct_feel_depressed_little_time_weighted_sums","pct_feel_depressed_none_time_weighted_sums","pct_worried_ill_covid19_very_weighted_sums","pct_worried_ill_covid19_somewhat_weighted_sums","pct_worried_ill_covid19_notTooWorried_weighted_sums","pct_worried_ill_covid19_notWorried_weighted_sums","pct_enough_toEat_very_worried_weighted_sums","pct_enough_toEat_somewhat_worried_weighted_sums","pct_enough_toEat_notToo_worried_weighted_sums","pct_enough_toEat_not_worried_weighted_sums","pct_cli_weighted","pct_ili_weighted","pct_fever_weighted","pct_cough_weighted","pct_difficulty_breathing_weighted","pct_fatigue_weighted","pct_stuffy_runny_nose_weighted","pct_aches_muscle_pain_weighted","pct_sore_throat_weighted","pct_chest_pain_weighted","pct_nausea_weighted","pct_anosmia_ageusia_weighted","pct_eye_pain_weighted","pct_headache_weighted","pct_cmnty_sick_weighted","pct_ever_tested_weighted","pct_tested_recently_weighted","pct_worked_outside_home_weighted","pct_grocery_outside_home_weighted","pct_ate_outside_home_weighted","pct_spent_time_with_non_hh_weighted","pct_attended_public_event_weighted","pct_used_public_transit_weighted","pct_direct_contact_with_non_hh_weighted","pct_wear_mask_all_time_weighted","pct_wear_mask_most_time_weighted","pct_wear_mask_half_time_weighted","pct_wear_mask_some_time_weighted","pct_wear_mask_none_time_weighted","pct_no_public_weighted","pct_feel_nervous_all_time_weighted","pct_feel_nervous_most_time_weighted","pct_feel_nervous_some_time_weighted","pct_feel_nervous_little_time_weighted","pct_feel_nervous_none_time_weighted","pct_feel_depressed_all_time_weighted","pct_feel_depressed_most_time_weighted","pct_feel_depressed_some_time_weighted","pct_feel_depressed_little_time_weighted","pct_feel_depressed_none_time_weighted","pct_worried_ill_covid19_very_weighted","pct_worried_ill_covid19_somewhat_weighted","pct_worried_ill_covid19_notTooWorried_weighted","pct_worried_ill_covid19_notWorried_weighted","pct_enough_toEat_very_worried_weighted","pct_enough_toEat_somewhat_worried_weighted","pct_enough_toEat_notToo_worried_weighted","pct_enough_toEat_not_worried_weighted","pct_chills","pct_chills_weighted_sums","pct_chills_weighted","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_finances_very_worried_weighted_sums","pct_finances_somewhat_worried_weighted_sums","pct_finances_notToo_worried_weighted_sums","pct_finances_not_worried_weighted_sums","pct_finances_very_worried_weighted","pct_finances_somewhat_worried_weighted","pct_finances_notToo_worried_weighted","pct_finances_not_worried_weighted"
"721",21910,"Puerto Rico, U.S.","PRI","overall","55+","2020-06-22",280,932131.27,0,0,0.36,6.47,2.88,5.4,16.91,15.83,6.12,1.44,1.44,0.36,3.6,NA,2.87,23.19,13.04,17.52,65.95,32.73,48.01,10.47,1.44,42.45,89.64,5,0.36,0.36,0.36,4.29,0,3.24,15.11,16.19,65.47,1.43,5.73,10.75,22.94,59.14,36.07,40,12.14,10.71,8.21,12.86,28.93,49.64,0,0,192353.65,3700292.48,2629637.81,3370485.8,12358291.8,13584471.15,4481543.49,938313.29,785155.86,228357.38,2112181.95,0,1880899.27,33699063.27,749025.48,13642790.35,50965648.61,23604350.68,38977750.4,7821167.79,932940.51,48949760.79,66846934.39,3593272.32,17498228.02,161112.84,179050.46,4934529.21,0,2643378.18,9438304.31,10826882.3,52665719.05,761215.47,3279851.87,26550379.88,16784782.52,45696282.12,25670644.69,31127737.31,26444307.63,9316076.66,4731133.42,9734954.1,38006269.19,40265834.77,0,0,0.21,3.97,2.82,3.62,13.26,14.57,4.81,1.01,0.84,0.24,2.27,0,2.02,36.15,0.8,14.64,54.68,25.32,41.82,8.39,1,52.51,71.71,3.85,18.77,0.17,0.19,5.29,0,2.84,10.13,11.62,56.5,0.82,3.52,28.48,18.01,49.02,27.54,33.39,28.37,9.99,5.08,10.44,40.77,43.2,8.99,5948328.16,6.38,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"722",21911,"Puerto Rico, U.S.","PRI","overall","overall","2020-06-22",858,2203003.49,0,0,0.23,7.49,4.56,5.85,17.87,17.19,7.72,2.69,3.39,0.58,4.68,0,2.45,25.45,18.39,30.48,67.27,36.88,58.37,14.78,1.81,54.76,81.35,9.67,0.58,0.82,0.12,2.91,1.14,5.82,14.43,19.75,58.86,2.4,7.06,13.11,22.19,55.23,42.66,33.45,8.74,7.34,12.24,20.16,23.89,36.36,0,0,288615.72,13824460.25,8731653.69,10511641.04,32507254.57,34987978.53,14495992.62,6069891.17,5765848.03,686584.66,8147017.03,0,4423534.87,66108559.59,3107942.07,60928568.19,129923201.2,72911653.99,118866109.19,28757398.94,3160053.98,120625578.43,166405071.82,17822123.36,17972538.23,1173462.88,179050.46,7645592.12,2684822.07,10361559.97,23552107.73,30953552.31,119825465.04,4548970.31,12698014.78,40506362.73,39542114.43,107944888.89,82494868.32,69362520.8,35805888.21,17063328.25,21139065.46,39565324.29,66071937.19,78507622.77,0,0,0.13,6.28,3.96,4.77,14.76,15.88,6.58,2.76,2.62,0.31,3.7,0,2.01,30.01,1.41,27.66,58.98,33.1,53.96,13.05,1.43,54.76,75.54,8.09,8.16,0.53,0.08,3.47,1.22,4.7,10.69,14.05,54.39,2.06,5.76,18.39,17.95,49,37.45,31.49,16.25,7.75,9.6,17.96,29.99,35.64,17.41,30162676.22,13.69,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"723",22896,"Puerto Rico, U.S.","PRI","female","18-34","2020-06-23",116,230682.92,0,0,0.86,10.34,6.9,13.79,22.41,13.79,12.93,1.72,8.62,0,12.07,NA,1.72,22.61,17.65,38.26,67.24,45.22,59.65,16.52,0.88,52.59,83.62,10.34,1.72,0,0,3.45,3.45,6.03,15.52,21.55,53.45,2.59,7.76,13.79,27.59,48.28,54.31,26.72,14.66,4.31,17.24,25,28.45,29.31,0,0,325001.87,2717159.89,2029104.65,3531183.93,4815701.16,2666478.26,3682914.85,389018.19,2265730.07,0,3666617.78,0,568226.25,6999300.05,1352909.17,9425551.36,16341760.77,11996056.99,15473597.11,3663886.47,268639.82,11364163.95,18852336.61,3274709.04,178784.25,0,0,686447.99,766391.55,1760639.27,3014670.92,4882167.59,12644422.51,677341.58,1740591.03,3028442.84,6039353.34,11582563.05,11823007.45,6951914.72,3703039.14,590330.53,4501150.79,4566129.36,7446414.01,6554597.68,0,0,1.41,11.78,8.8,15.31,20.88,11.56,15.97,1.69,9.82,0,15.89,0,2.46,30.34,5.86,40.86,70.84,52,67.08,15.88,1.16,49.26,81.72,14.2,0.78,0,0,2.98,3.32,7.63,13.07,21.16,54.81,2.94,7.55,13.13,26.18,50.21,51.25,30.14,16.05,2.56,19.51,19.79,32.28,28.41,29.31,6867631.41,29.77,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"724",22897,"Puerto Rico, U.S.","PRI","female","35-54","2020-06-23",183,285687.75,0.55,0.55,0.55,12.09,7.1,6.01,18.13,18.03,10.99,4.4,2.75,0,7.69,NA,1.09,19.67,31.58,27.07,66.48,32.6,48.07,11.67,1.68,44.81,87.43,7.1,0.55,0.55,0,4.37,3.3,6.59,15.93,20.88,53.3,2.73,6.56,14.75,22.4,53.55,48.63,38.25,6.56,6.01,16.94,24.59,25.68,32.79,111209.61,111209.61,111209.61,3814066.06,1812449.48,1670700.27,5902217.65,5114925.22,2816693.67,946620.78,662891.98,0,2123387.32,0,281624.35,5559372.31,773462.59,7290346.59,18796007.16,9010401.39,13570255.7,4291972.38,414587.81,13085733.39,24957365.94,2236421.22,117277.23,102626.97,0,1155083.79,844174.57,1667596.82,5322761.68,6403092.67,14234615.77,704171.95,1653272.38,4242163.44,6706145.52,15263021.88,13361291.6,12399243.99,1333762.23,1325946.7,4739169.36,7173934.33,7685529.45,8970142.02,0.39,0.39,0.39,13.35,6.34,5.85,20.66,17.9,9.86,3.31,2.32,0,7.43,0,0.99,19.46,2.71,25.52,65.79,31.54,47.5,15.02,1.45,45.8,87.36,7.83,0.41,0.36,0,4.04,2.95,5.84,18.63,22.41,49.83,2.46,5.79,14.85,23.47,53.43,46.77,43.4,4.67,4.64,16.59,25.11,26.9,31.4,21.31,6564393.74,22.98,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"725",22898,"Puerto Rico, U.S.","PRI","female","55+","2020-06-23",168,423225.9,0.6,0,0.6,8.43,6.02,6.02,18.67,18.56,6.02,3.61,0.6,0,3.61,NA,0.6,18.4,30,13.25,56.29,17.96,34.52,8.93,1.19,40.48,80.95,5.36,0.6,0.6,0,12.5,0.6,2.99,14.97,13.77,67.66,1.19,3.57,11.31,22.02,61.9,35.71,39.29,13.1,11.9,5.36,16.67,25,52.98,530356.97,0,530356.97,4005171.57,1908312.93,2551936.18,7647358.42,7149968.35,2526098.54,1113700.16,216085.12,0,1206933.6,0,93737.56,7376309.75,627945.1,3872720.84,21811164.58,6770297.39,13912729.87,3281338.52,270664.4,15344537.75,33889671.75,1296977.47,207846.11,98220.22,0,6829874.8,82858.55,1403232.46,6288775.54,5771194.88,28694562.07,318695.76,1221030.96,5234733.66,10413271.01,25134858.95,14885177.94,16633668.08,5420838.85,5382905.48,1347111.37,5565717.03,10823645.2,24586116.75,1.25,0,1.25,9.46,4.51,6.03,18.07,16.89,5.97,2.63,0.51,0,2.85,0,0.22,17.43,1.48,9.15,51.54,16,32.87,7.75,0.64,36.26,80.07,3.06,0.49,0.23,0,16.14,0.2,3.32,14.86,13.64,67.8,0.75,2.89,12.37,24.6,59.39,35.17,39.3,12.81,12.72,3.18,13.15,25.57,58.09,13.25,3689276.02,8.72,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"726",22899,"Puerto Rico, U.S.","PRI","female","overall","2020-06-23",484,971355.42,0.42,0.21,0.62,9.98,6.64,7.68,18.92,16.77,9.36,3.33,3.33,0,7.07,NA,1.03,19.87,25.53,24.43,62.86,29.79,45.21,11.46,1.26,44.42,83.88,7.02,0.83,0.41,0,7.64,2.49,4.98,15.35,19.29,57.88,2.27,5.58,13.43,23.55,55.17,45.25,35.33,11.16,8.06,12.81,21.49,25.83,39.88,641566.57,111209.61,966568.44,10536397.52,5827561.05,7753820.39,18442971.22,15193597.24,9025707.05,2449339.14,3144707.17,0,6996938.7,0,943588.16,20328505.7,2754316.86,20782268.45,59038732.78,27988980.42,43539977.35,11237197.37,953892.04,40264267,80207034.09,6808107.73,503907.6,200847.18,0,9339631.92,1832050.1,4831468.55,14838432.79,18458918.25,56996172.28,1838834.72,4614894.37,12957809.93,23914461.91,53809541.54,41389672.78,36586993.74,10927998.96,8082346.36,10950735.82,17683961.81,26285572.36,42215272.48,0.66,0.11,1,10.85,6,7.98,18.99,15.64,9.29,2.52,3.24,0,7.2,0,0.97,20.93,2.84,21.4,60.78,28.81,44.82,11.57,0.98,41.45,82.57,7.01,0.52,0.21,0,9.62,1.89,4.97,15.28,19,58.68,1.89,4.75,13.34,24.62,55.4,42.61,37.67,11.25,8.32,11.27,18.21,27.06,43.46,19.71,17121301.16,17.63,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"727",22900,"Puerto Rico, U.S.","PRI","male","18-34","2020-06-23",60,229790.41,0,0,1.67,11.67,8.33,3.33,28.33,10,5,5,0,0,6.67,NA,0,23.73,22.22,48.33,66.67,50,58.33,18.33,0,55,86.67,10,0,0,0,3.33,1.67,1.67,21.67,10,65,5,5,8.33,20,61.67,38.33,40,13.33,8.33,10,20,28.33,41.67,0,0,258055.52,2572676.89,1307939.74,484638.76,6860003.19,2389724.32,1054528.16,990350.07,0,0,1352227.01,0,0,4790772.93,591072.05,10350645.39,15343320.17,11078286.56,12106356.14,3527785.99,0,13265111.54,19286991.33,2756140.78,0,0,0,935908.98,474859.23,134496.86,5623653.68,2143680.85,14602350.47,1759375.51,1101325.34,1948898.23,5343931.93,12825510.07,7547278.93,10312985.98,2978009.93,2140766.25,1845056.28,3953494.63,7122159.36,10058330.82,0,0,1.12,11.2,5.69,2.11,29.85,10.4,4.59,4.31,0,0,5.88,0,0,20.85,2.57,45.04,66.77,48.21,52.68,15.35,0,57.73,83.93,11.99,0,0,0,4.07,2.07,0.59,24.47,9.33,63.55,7.66,4.79,8.48,23.26,55.81,32.84,44.88,12.96,9.32,8.03,17.2,30.99,43.77,13.33,2860534.98,12.45,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"728",22901,"Puerto Rico, U.S.","PRI","male","35-54","2020-06-23",133,344761.57,0.75,0,0.75,7.52,3.76,6.02,14.29,16.54,8.27,2.26,1.5,1.5,5.26,NA,4.51,32.82,15.38,56.49,72.52,44.27,64.89,14.5,2.29,52.63,75.94,19.55,1.5,0,0.75,2.26,1.52,2.27,18.94,19.7,57.58,2.27,3.03,15.15,18.94,60.61,51.13,26.32,12.03,9.77,8.27,33.83,24.06,33.83,210792.6,0,210792.6,2577674.31,1522056.76,2821081.24,5219382.31,6008165.91,3301880.02,1035051.8,426042.23,638355.52,2260504.07,0,1585919.69,10823251.26,751685.18,20060953.39,26173753.56,15448350.67,22440097.01,6049234.13,606319.38,19534787.59,26421464.63,6739139.18,668816.28,0,110921.11,535815.77,594882.53,733998.51,5970994.29,7032122.48,20015658.08,835963.6,945387.88,4836713.63,6058899.15,21670691.63,19737733.62,7622301.48,3490847.41,3496773.37,2863228.97,12735799.6,8101497.91,10775630.5,0.61,0,0.61,7.48,4.41,8.18,15.14,17.43,9.58,3,1.24,1.85,6.56,0,4.6,31.39,2.18,58.19,75.92,44.81,65.09,17.55,1.76,56.66,76.64,19.55,1.94,0,0.32,1.55,1.73,2.13,17.32,20.4,58.06,2.42,2.74,14.03,17.57,62.86,57.25,22.11,10.13,10.14,8.3,36.94,23.5,31.26,11.28,4182090.83,12.13,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"729",22902,"Puerto Rico, U.S.","PRI","male","55+","2020-06-23",108,309121.18,0,0,0,8.33,4.63,0.93,18.52,13.89,10.19,2.8,0.93,0,3.7,NA,1.85,19.63,20,30.84,72.22,31.13,41.67,7.48,0.93,42.99,87.96,7.41,0.93,0,0,3.7,0.93,1.85,10.19,12.96,74.07,0.93,3.7,3.7,12.96,78.7,42.59,40.74,10.19,6.48,4.63,19.44,26.85,49.07,0,0,0,2573542.62,829184.99,216182.63,6737672.35,3539797.03,3157318.29,1328436.31,250738.15,0,1790509.98,0,372875.28,5291482.64,156692.64,7509141.73,22827182.81,9877794.87,11168118.29,2752867.19,111119.51,13247435.26,27589683.02,1854772.86,516271.91,0,0,951390.08,135527.08,602866.19,3417111.36,4963587.67,21793025.55,108800.28,1084332.41,945283.4,4776978.26,23996723.52,12742727.59,12545226.48,3020434.14,2603729.64,1149294.29,5968543.45,7667032.38,16127247.74,0,0,0,8.33,2.68,0.7,21.8,11.45,10.21,4.3,0.81,0,5.79,0,1.21,17.12,0.51,24.29,73.85,31.95,36.13,8.91,0.36,42.86,89.25,6,1.67,0,0,3.08,0.44,1.95,11.05,16.06,70.5,0.35,3.51,3.06,15.45,77.63,41.22,40.58,9.77,8.42,3.72,19.31,24.8,52.17,6.48,2391616.48,7.74,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"730",22903,"Puerto Rico, U.S.","PRI","male","overall","2020-06-23",307,904583.02,0.33,0,0.65,9.12,4.9,3.59,18.63,14.05,8.17,2.95,0.98,0.65,4.9,NA,2.61,25.74,18.52,45.07,71.15,40.26,54.43,12.83,1.32,49.35,82.41,13.36,0.98,0,0.33,2.93,1.31,1.96,16.01,15.69,65.03,2.29,3.59,9.8,17.65,66.67,45.6,34.53,11.4,8.14,7.17,26.06,25.73,41.04,210792.6,0,468848.11,8475654.71,3659181.49,3521902.63,19075855.02,11937687.26,7513726.46,3353838.19,676780.39,638355.52,5403241.07,0,1958794.97,20905506.83,1499449.86,38502779.44,65683481.62,36986471.03,46296610.37,12911926.24,717438.89,46929875.55,75088622.71,11650555.06,1185088.18,0,110921.11,2423114.83,1205268.84,1471361.57,15011759.33,14725607.11,57915803.96,2704139.39,3131045.63,8016609.14,17555314.23,58922692.42,41169078.47,31430161.58,9489291.49,8241269.26,5857579.54,23498673.77,23191191.89,37910856.69,0.23,0,0.52,9.37,4.05,3.89,21.09,13.2,8.31,3.71,0.75,0.71,5.97,0,2.17,23.11,1.66,42.56,72.61,40.89,51.18,14.27,0.79,51.88,83.01,12.88,1.31,0,0.12,2.68,1.33,1.63,16.6,16.28,64.02,2.99,3.46,8.86,19.41,65.14,45.51,34.75,10.49,9.11,6.48,25.98,25.64,41.91,9.8,9434242.29,10.43,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"731",22904,"Puerto Rico, U.S.","PRI","overall","18-34","2020-06-23",178,486891.23,0,0,1.12,10.67,7.3,10.11,24.72,12.36,10.67,2.81,5.62,0,10.11,NA,1.12,23.3,18.52,42.37,67.42,46.89,59.09,17.51,0.57,53.37,84.27,10.11,1.12,0,0,3.93,2.81,5.06,17.42,17.42,57.3,3.37,6.74,11.8,25.28,52.81,48.88,30.9,14.04,6.18,15.17,23.03,28.09,33.71,0,0,583057.39,5289836.78,3337044.4,4015822.69,11861603.83,5056202.58,4923342.49,1379368.27,2265730.07,0,5018844.79,0,568226.25,11975972.47,1943981.22,22417986.78,34326870.96,23260243.03,27765852.73,7377571.95,268639.82,24815174.97,38325227.43,6030849.82,178784.25,0,0,4078247.51,1241250.78,2081035.61,8638324.6,7025848.44,29702663.51,2436717.09,2841916.37,4977341.08,11569184.76,26863963.66,19556185.86,17264900.7,6681049.07,5186987.32,6532106.55,8519623.99,14568573.38,19068819.03,0,0,1.2,10.86,6.85,8.25,24.36,10.38,10.11,2.83,4.65,0,10.31,0,1.17,24.6,3.99,46.04,70.5,47.77,57.03,15.15,0.55,50.97,78.71,12.39,0.37,0,0,8.38,2.55,4.27,17.74,14.43,61,5,5.84,10.22,23.76,55.17,40.17,35.46,13.72,10.65,13.42,17.5,29.92,39.16,24.16,9914065.87,20.36,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"732",22905,"Puerto Rico, U.S.","PRI","overall","35-54","2020-06-23",316,630449.32,0.63,0.32,0.63,10.16,5.7,6.01,16.51,17.41,9.84,3.49,2.22,0.63,6.67,NA,2.53,25.16,25,39.42,69.01,37.5,55.13,12.86,1.94,48.1,82.59,12.34,0.95,0.32,0.32,3.48,2.55,4.78,17.2,20.38,55.1,2.54,5.08,14.92,20.95,56.51,49.68,33.23,8.86,7.59,13.29,28.48,25,33.23,322002.2,111209.61,322002.2,6391740.37,3334506.24,4491781.51,11121599.97,11123091.14,6118573.68,1981672.59,1088934.21,638355.52,4383891.39,0,1867544.04,16382623.57,1525147.77,27351299.97,44969760.72,24458752.06,36010352.72,10341206.51,1020907.19,32620520.99,51378830.58,8975560.4,786093.51,102626.97,110921.11,1690899.57,1439057.1,2401595.34,11293755.96,13435215.15,34250273.85,1540135.55,2598660.25,9078877.07,12765044.67,36933713.51,33099025.22,20021545.48,4824609.65,4822720.07,7602398.34,19909733.92,15787027.36,19745772.52,0.51,0.18,0.51,10.14,5.29,7.12,17.64,17.64,9.71,3.14,1.73,1.01,6.95,0,2.96,25.99,2.42,43.38,71.33,38.8,57.12,16.4,1.62,51.74,81.5,14.24,1.25,0.16,0.18,2.68,2.28,3.81,17.91,21.31,54.33,2.44,4.12,14.4,20.25,58.58,52.5,31.76,7.65,7.65,12.06,31.58,25.04,31.32,17.09,10746484.56,17.05,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"733",22906,"Puerto Rico, U.S.","PRI","overall","55+","2020-06-23",277,734146.21,0.36,0,0.36,8.36,5.45,4,18.91,16.67,7.64,3.28,0.73,0,3.64,NA,1.08,18.82,26.67,20.07,62.68,22.99,37.55,8.33,1.09,41.3,83.75,6.14,0.72,0.36,0,9.03,0.72,2.54,13.04,13.77,69.93,1.08,3.61,8.3,18.41,68.59,38.27,40.07,11.91,9.75,5.05,17.69,25.99,51.26,530356.97,0,530356.97,6578714.18,2737497.92,2768118.82,14564944.03,10689765.38,5683416.83,2442136.47,466823.27,0,2997443.58,0,466612.84,12667792.39,784637.74,11381862.57,44818260.66,16648092.25,25260761.43,6034205.71,381783.91,28591973,61659268.03,3151750.33,724118.02,98220.22,0,7781264.88,218385.63,2006098.65,9705886.9,10914695.81,50487587.62,427496.04,2305363.37,6180017.06,15190249.27,49311495.73,27627905.53,29358807.82,8441272.99,7986635.12,2496405.65,11534260.48,18670590.85,40713364.49,0.72,0,0.72,8.96,3.73,3.77,19.84,14.56,7.74,3.33,0.64,0,4.08,0,0.64,17.26,1.07,15.5,61.05,22.68,34.41,8.22,0.52,38.95,83.99,4.29,0.99,0.13,0,10.6,0.3,2.73,13.22,14.87,68.77,0.58,3.14,8.42,20.69,67.17,37.63,39.99,11.5,10.88,3.4,15.71,25.43,55.46,10.55,6080892.5,8.28,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"734",22907,"Puerto Rico, U.S.","PRI","overall","overall","2020-06-23",847,2029591.93,0.48,0.24,0.71,9.72,6.4,6.52,19.12,15.88,8.68,3.21,2.38,0.24,5.83,NA,1.78,22.4,24.69,32.84,65.94,33.62,48.9,11.72,1.34,45.8,80.05,9.33,0.83,0.24,0.12,5.67,2.01,3.89,15.43,17.94,60.73,2.25,4.76,12.02,21.4,59.57,42.98,33.06,10.51,7.67,10.04,21.96,24.56,37.9,1219906.04,478756.48,1802963.43,20935940,11460649.24,12729693.9,41080931.46,29487678.96,17163221.58,6474020.72,4043508.28,638355.52,12400179.76,0,3526527.69,44168973.2,4952030.14,64511938.58,131351255.08,67456352.71,94549122.79,24420016.98,2038877.8,89553670.3,159411546.05,19253575.47,1688995.78,200847.18,110921.11,14393235.38,3037318.94,6488729.6,29850192.12,34020700.63,118090995.03,4542974.11,7745940,21630681.07,41932221.93,115814619.72,83762208.27,68558901.31,20417290.45,18779506.17,16994214.85,41459181.87,50631480.07,82710061.12,0.6,0.24,0.89,10.32,5.65,6.27,20.24,14.53,8.46,3.19,1.99,0.31,6.11,0,1.74,21.76,2.44,31.79,64.72,33.24,46.59,12.03,1,44.12,78.54,9.49,0.83,0.1,0.05,7.09,1.5,3.2,14.71,16.76,58.18,2.24,3.82,10.66,20.66,57.06,41.27,33.78,10.06,9.25,8.37,20.43,24.95,40.75,15.54,27903053.65,13.75,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"735",23898,"Puerto Rico, U.S.","PRI","female","18-34","2020-06-24",130,216784.52,1.54,0.77,1.54,12.31,8.46,6.15,23.08,15.38,18.46,5.38,8.46,3.08,10,NA,3.08,17.69,15.38,40.77,68.22,41.09,64.34,17.05,1.55,59.23,88.46,8.46,0,0,0,3.08,2.34,4.69,16.41,25.78,50.78,3.88,9.3,19.38,16.28,51.16,54.62,34.62,6.92,3.08,13.08,28.46,26.15,32.31,175723.03,92283.59,175723.03,2507488.33,1839695.83,1351199.75,4527509.42,3706515.87,3781512.92,1025425.91,2583332.72,941255.01,2329563.18,0,489430.78,3245917.97,226324.9,9117617.01,15201589.19,9181993.99,13299030.41,3313719.93,580845.76,13483390.56,19165968.71,1718513.13,0,0,0,793970.62,667205.41,1181192.89,3800036.55,5577574.75,10058817.13,658291.5,1303622.39,6032908.03,3531671.48,10068929.87,10727126.61,8980732.33,1472948.4,414615.93,2699883.57,6274671.24,5632013.14,7071884.51,0.81,0.43,0.81,11.57,8.49,6.23,20.88,17.1,17.44,4.73,11.92,4.34,10.75,0,2.26,14.97,1.04,42.06,70.12,42.36,61.35,15.29,2.68,62.2,88.41,7.93,0,0,0,3.66,3.08,5.45,17.53,25.73,46.4,3.04,6.01,27.83,16.29,46.45,49.48,41.43,6.79,1.91,12.45,28.94,25.98,32.62,24.62,6079609.16,28.04,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"736",23899,"Puerto Rico, U.S.","PRI","female","35-54","2020-06-24",208,342639.91,0,0,0,8.65,2.88,5.29,17.79,10.58,8.65,4.33,3.85,0.48,3.85,NA,2.42,24.15,25,34.62,69.57,29.33,49.52,9.62,0.97,46.15,89.42,7.21,0.48,0.96,0,1.92,3.38,4.35,13.53,16.91,61.84,2.42,6.28,13.53,24.64,53.14,55.29,31.25,6.73,5.77,12.98,29.33,23.56,33.65,0,0,0,3770513.24,722722.34,1294958.47,6751551.3,2810930.32,3655322.85,958147.99,963196.21,117932.57,1200321.69,0,959591.81,9291808.16,450874.97,11551256.85,24644579.18,9433125.93,16266874.81,3427795.38,179376.9,15077783.14,31068853.81,2221200.01,109565.74,293837.79,0,570534.02,1044765.38,1064788.02,4320670.12,6689805.96,21011715.58,686418.06,1662586.78,4345936.24,10687103.39,16749700.59,17996944.85,10833528.12,2303345.31,2888356.6,4033021.73,9765924.77,8130470.16,12101712.82,0,0,0,11,2.11,3.78,19.7,8.2,10.67,2.8,2.81,0.34,3.5,0,2.8,27.12,1.32,33.71,71.93,27.53,47.48,10,0.52,44,90.67,6.48,0.32,0.86,0,1.67,3.05,3.11,12.61,19.52,61.32,2,4.85,12.68,31.19,48.88,52.52,31.62,6.72,8.43,11.77,28.5,23.73,35.32,18.75,6012289.08,17.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0
