"","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
"205",2020-10-12,0.0602670740002625,0.00634390252634342,0.0190317075790303,0.00634390252634342
"206",2020-10-13,0.0634390252634342,0.00634390252634342,0.0190317075790303,0.00634390252634342
"207",2020-10-14,0.0634390252634342,0.00634390252634342,0.0190317075790303,0.00634390252634342
"208",2020-10-15,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"209",2020-10-16,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"210",2020-10-17,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"211",2020-10-18,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"212",2020-10-19,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"213",2020-10-20,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"214",2020-10-21,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"215",2020-10-22,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"216",2020-10-23,0.0578192360938728,0.00578192360938728,0.0173457708281618,0.00578192360938728
"217",2020-10-24,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"218",2020-10-25,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"219",2020-10-26,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"220",2020-10-27,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"221",2020-10-28,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"222",2020-10-29,0.0636011597032601,0.00578192360938728,0.0173457708281618,0.00578192360938728
"223",2020-10-30,0.0636011597032601,0,0.0173457708281618,0
"224",2020-10-31,0.0636011597032601,0,0.0173457708281618,0
"225",2020-11-01,0.0636011597032601,0,0.0173457708281618,0
"226",2020-11-02,0.0636011597032601,0,0.0173457708281618,0
"227",2020-11-03,0.0636011597032601,0,0.0173457708281618,0
"228",2020-11-04,0.0636011597032601,0,0.0173457708281618,0
"229",2020-11-05,0.0636011597032601,0,0.0173457708281618,0
"230",2020-11-06,0.0636011597032601,0,0.0173457708281618,0
"231",2020-11-07,0.0636011597032601,0,0.0173457708281618,0
"232",2020-11-08,0.0636011597032601,0,0.0173457708281618,0
"233",2020-11-09,0.0636011597032601,0,0.0173457708281618,0
"234",2020-11-10,0.0636011597032601,0,0.0173457708281618,0
"235",2020-11-11,0.0636011597032601,0,0.0173457708281618,0
"236",2020-11-12,0.0636011597032601,0,0.0173457708281618,0
"237",2020-11-13,0.0636011597032601,0,0.0173457708281618,0
"238",2020-11-14,0.0636011597032601,0,0.0173457708281618,0
"239",2020-11-15,0.0636011597032601,0,0.0173457708281618,0
"240",2020-11-16,0.0636011597032601,0,0.0173457708281618,0
"241",2020-11-17,0.0636011597032601,0,0.0173457708281618,0
"242",2020-11-18,0.0636011597032601,0,0.0173457708281618,0
"243",2020-11-19,0,0,0,0
"244",2020-11-20,0,0,0,0
"245",2020-11-21,0,0,0,0
"246",2020-11-22,0,0,0,0
"247",2020-11-23,0,0,0,0
"248",2020-11-24,0,0,0,0
"249",2020-11-25,0,0,0,0
"250",2020-11-26,0,0,0,0
