"","shift","correlations","pval","win_size","signal","country"
"32",57,-0.28966087919765,0.00020304812271874,159,"pct_feel_nervous_little_time","AE"
"33",57,0.372820509484287,1.20342437280508e-06,159,"pct_feel_nervous_none_time","AE"
"34",54,-0.154180312235797,0.0494073282291226,162,"pct_feel_depressed_all_time","AE"
"35",55,-0.222858231322537,0.00436511227278269,161,"pct_feel_depressed_most_time","AE"
"36",46,-0.320356028243441,1.94076884084823e-05,170,"pct_feel_depressed_some_time","AE"
"37",55,-0.280731235892685,0.000296315875248552,161,"pct_feel_depressed_little_time","AE"
"38",55,0.356945430050187,3.12366100306805e-06,161,"pct_feel_depressed_none_time","AE"
"39",7,0.281951523524264,4.79912966675202e-05,201,"pct_worried_ill_covid19_very","AE"
"40",56,-0.290352143322998,0.000186772913891414,160,"pct_worried_ill_covid19_somewhat","AE"
"41",8,-0.232125220318561,0.000886829033922874,201,"pct_worried_ill_covid19_notTooWorried","AE"
"42",57,0.223486809795749,0.00450053527049689,159,"pct_worried_ill_covid19_notWorried","AE"
"43",54,-0.243090047403908,0.00176768523759282,162,"pct_enough_toEat_very_worried","AE"
"44",56,-0.257025773130256,0.00099706492935576,160,"pct_enough_toEat_somewhat_worried","AE"
"45",18,0.257237474303013,0.000244610141764724,198,"pct_enough_toEat_notToo_worried","AE"
"46",60,0.22071602999259,0.00547271710493473,156,"pct_enough_toEat_not_worried","AE"
"47",14,0.346737523750826,1.09030679456754e-06,187,"pct_chills","AE"
"48",34,-0.406700882217954,4.87686929855904e-06,117,"pct_finances_very_worried","AE"
"49",17,-0.256685814080967,0.0026540136452269,134,"pct_finances_somewhat_worried","AE"
"50",24,0.315988483667222,0.000279618099406387,127,"pct_finances_notToo_worried","AE"
"51",23,0.385741575481166,6.34596381648413e-06,128,"pct_finances_not_worried","AE"
"52",59,-0.256577077150885,0.00113725191552529,157,"pct_fever","AF"
"53",25,0.155432407524117,0.0313366337822262,191,"pct_cough","AF"
"54",20,-0.358718069049461,2.265533691405e-07,196,"pct_difficulty_breathing","AF"
"55",51,-0.281220189977787,0.000242321519874318,165,"pct_fatigue","AF"
"56",59,-0.210625056159513,0.00789889791208759,157,"pct_stuffy_runny_nose","AF"
"57",59,-0.266552410103527,0.000710826262748093,157,"pct_aches_muscle_pain","AF"
"58",31,0.197391555822985,0.0069227677176702,185,"pct_sore_throat","AF"
"59",40,-0.277886256518445,0.000180485903082701,176,"pct_chest_pain","AF"
"60",42,-0.296599378651097,6.73151187559795e-05,174,"pct_nausea","AF"
"61",59,-0.346229452147472,8.34672531520147e-06,157,"pct_anosmia_ageusia","AF"
"62",59,-0.229869174991567,0.00366691813998055,157,"pct_eye_pain","AF"
"63",56,-0.196920236030705,0.0122890373246091,160,"pct_headache","AF"
"64",8,0.437810487652052,7.23426450556705e-11,201,"pct_cmnty_sick","AF"
"65",42,-0.477663093886383,2.3235436032146e-11,174,"pct_ever_tested","AF"
"66",38,0.433327776877659,1.37102450761019e-09,178,"pct_tested_recently","AF"
"67",39,-0.473254229469825,2.53934132066244e-11,177,"pct_worked_outside_home","AF"
"68",52,-0.395780444648639,1.4273015847392e-07,164,"pct_grocery_outside_home","AF"
"69",37,-0.530323961827677,1.9115862104376e-14,179,"pct_ate_outside_home","AF"
"70",37,-0.447064630518918,3.14786420583241e-10,179,"pct_spent_time_with_non_hh","AF"
"71",42,-0.483429288798107,1.23161063993072e-11,174,"pct_attended_public_event","AF"
"72",45,-0.483331110990935,1.8715090570081e-11,171,"pct_used_public_transit","AF"
"73",37,-0.467484951506102,3.68727339397383e-11,179,"pct_direct_contact_with_non_hh","AF"
"74",29,0.54507423747812,6.10377339955159e-16,187,"pct_wear_mask_all_time","AF"
"75",10,0.517555497559218,3.09334235797792e-15,201,"pct_wear_mask_most_time","AF"
"76",53,-0.176690712717993,0.0236187295025388,163,"pct_wear_mask_half_time","AF"
"77",45,-0.444777489269768,9.79524023373443e-10,171,"pct_wear_mask_some_time","AF"
"78",21,-0.508320273009526,2.83306884934269e-14,195,"pct_wear_mask_none_time","AF"
"79",55,0.3249699099503,2.45109456096061e-05,161,"pct_no_public","AF"
"80",25,-0.336743987189344,1.78980348031347e-06,191,"pct_feel_nervous_all_time","AF"
"81",56,-0.191477932531322,0.0149656440719833,160,"pct_feel_nervous_most_time","AF"
"82",18,0.306684268457768,1.05445746403859e-05,198,"pct_feel_nervous_some_time","AF"
"83",42,0.268517564743121,0.000327005705097567,174,"pct_feel_nervous_little_time","AF"
"84",18,-0.232669775210986,0.000942879996851536,198,"pct_feel_nervous_none_time","AF"
"85",26,-0.37126404614038,1.24001467632044e-07,190,"pct_feel_depressed_all_time","AF"
"86",18,0.211272498056785,0.00274016056704358,198,"pct_feel_depressed_most_time","AF"
"87",35,0.260269113860442,0.000387604494219285,181,"pct_feel_depressed_some_time","AF"
"88",9,0.393191878118049,7.10316743318501e-09,201,"pct_feel_depressed_little_time","AF"
"89",9,-0.3168104714572,4.35532646974912e-06,201,"pct_feel_depressed_none_time","AF"
"90",28,0.491794521095344,6.6557438897101e-13,188,"pct_worried_ill_covid19_very","AF"
"91",13,0.42209247757547,3.93261773701649e-10,201,"pct_worried_ill_covid19_somewhat","AF"
"92",21,-0.140576953612487,0.0493842813185667,195,"pct_worried_ill_covid19_notTooWorried","AF"
"93",9,-0.401466786315384,3.18996815958123e-09,201,"pct_worried_ill_covid19_notWorried","AF"
"94",35,0.394705598183188,3.51367057450545e-08,181,"pct_enough_toEat_very_worried","AF"
"95",13,0.418436152414527,5.75930085163406e-10,201,"pct_enough_toEat_somewhat_worried","AF"
"96",15,0.357112216320428,1.81772565418372e-07,201,"pct_enough_toEat_notToo_worried","AF"
"97",49,-0.287481074506664,0.00015781496867584,167,"pct_enough_toEat_not_worried","AF"
"98",13,-0.19578610705908,0.00708780390481831,187,"pct_chills","AF"
"99",18,0.233377811738606,0.00665134659532346,133,"pct_finances_very_worried","AF"
"100",59,-0.255352674169387,0.0134989427759429,92,"pct_finances_somewhat_worried","AF"
"101",12,0.201577339245599,0.0181725004459287,136,"pct_finances_notToo_worried","AF"
"102",59,0.417745831474154,3.09610151502442e-05,92,"pct_finances_not_worried","AF"
"103",8,0.228583484416202,0.0072171799000692,191,"pct_fever","AM"
"104",60,0.267953351323889,0.00161113315524029,152,"pct_cough","AM"
"105",35,-0.321455898975558,0.000135645710160497,152,"pct_difficulty_breathing","AM"
"106",43,-0.283741306800073,0.000815457382720588,152,"pct_fatigue","AM"
"107",56,0.186625935705567,0.0295945207935794,152,"pct_stuffy_runny_nose","AM"
"108",25,-0.27796210742822,0.00105116248484139,152,"pct_aches_muscle_pain","AM"
"109",24,-0.168984385749441,0.0492227638692161,152,"pct_sore_throat","AM"
"110",7,0.213835228199931,0.0121061138725461,191,"pct_chest_pain","AM"
"111",36,-0.273603757332478,0.00126847583867777,152,"pct_nausea","AM"
"112",35,-0.200598533386879,0.0192001626650287,152,"pct_anosmia_ageusia","AM"
"113",56,0.193208214734798,0.0242177601721844,152,"pct_eye_pain","AM"
"114",17,-0.199904967615789,0.0196293706788045,191,"pct_headache","AM"
"115",57,-0.536180570791313,1.72858016699559e-11,152,"pct_cmnty_sick","AM"
"116",33,-0.574747687202639,2.53694871206177e-13,152,"pct_ever_tested","AM"
"117",28,0.337683948035146,6.60144938797169e-05,152,"pct_tested_recently","AM"
"118",29,-0.242512807474196,0.00444604098339325,152,"pct_worked_outside_home","AM"
"119",43,-0.174394711549947,0.0422965803281768,152,"pct_grocery_outside_home","AM"
"120",29,-0.530644517636359,3.03514698174949e-11,152,"pct_ate_outside_home","AM"
"121",25,-0.444707663937813,5.8290247815919e-08,152,"pct_spent_time_with_non_hh","AM"
"122",20,-0.518421970263427,8.65044374638609e-11,191,"pct_attended_public_event","AM"
"123",34,-0.503960052110201,3.98751091444638e-10,152,"pct_used_public_transit","AM"
"124",25,-0.400155010909179,1.38793069361402e-06,152,"pct_direct_contact_with_non_hh","AM"
"125",50,-0.584711243767005,7.77696998154838e-14,152,"pct_wear_mask_all_time","AM"
"126",50,0.218383012333715,0.010644404375253,152,"pct_wear_mask_most_time","AM"
"127",47,0.51785035156419,1.07294144464984e-10,152,"pct_wear_mask_half_time","AM"
"128",59,0.295712209849943,0.000473633142947379,152,"pct_wear_mask_some_time","AM"
"129",8,-0.541436315489576,8.40499889161682e-12,191,"pct_wear_mask_none_time","AM"
"130",37,0.443610768664561,6.3375121937263e-08,152,"pct_no_public","AM"
"131",24,-0.183448541221292,0.0325338469894825,152,"pct_feel_nervous_all_time","AM"
"132",14,0.264034488108482,0.00182301546705911,191,"pct_feel_nervous_most_time","AM"
"133",7,0.318634427352275,0.000147794752427064,191,"pct_feel_nervous_some_time","AM"
"134",12,0.218059217798242,0.0104728342037707,191,"pct_feel_nervous_little_time","AM"
"135",7,-0.364774675600035,1.1736117808403e-05,191,"pct_feel_nervous_none_time","AM"
"136",43,-0.284768160723982,0.000779044338509441,152,"pct_feel_depressed_all_time","AM"
"137",15,0.332351796206327,7.253033051274e-05,191,"pct_feel_depressed_some_time","AM"
"138",15,0.255338522343115,0.00260081612301664,191,"pct_feel_depressed_little_time","AM"
"139",15,-0.417511447543862,3.85772588264702e-07,191,"pct_feel_depressed_none_time","AM"
"140",12,0.578816476864874,1.27805630616998e-13,191,"pct_worried_ill_covid19_very","AM"
"141",29,0.416097128254043,4.70243306887906e-07,152,"pct_worried_ill_covid19_somewhat","AM"
"142",12,-0.352691240455547,2.36860096550109e-05,191,"pct_worried_ill_covid19_notTooWorried","AM"
"143",9,-0.470028209065332,6.83663372195079e-09,191,"pct_worried_ill_covid19_notWorried","AM"
"144",21,0.227210943684332,0.00758321847940898,191,"pct_enough_toEat_very_worried","AM"
"145",54,-0.185709708956101,0.0304179732361004,152,"pct_enough_toEat_somewhat_worried","AM"
"146",29,0.429105812154818,1.86376501791447e-07,152,"pct_enough_toEat_notToo_worried","AM"
"147",21,-0.228529444471479,0.00723128963347571,191,"pct_enough_toEat_not_worried","AM"
"148",58,0.187773537047651,0.0352466790759377,140,"pct_chills","AM"
"149",11,0.358655922937162,0.00146551364616665,128,"pct_finances_very_worried","AM"
"150",12,-0.322394829334446,0.00450779395766694,128,"pct_finances_somewhat_worried","AM"
"151",51,-0.276877912325732,0.0161823825298151,89,"pct_finances_notToo_worried","AM"
"152",51,0.429870037555847,0.000118627760245738,89,"pct_finances_not_worried","AM"
"153",22,0.464848999708763,2.98065756262498e-11,193,"pct_fever","AO"
"154",28,0.426357124896128,2.66831570420276e-09,187,"pct_cough","AO"
"155",25,0.473701047756154,1.43904461024637e-11,190,"pct_difficulty_breathing","AO"
"156",10,0.430607115853952,6.91215265029656e-10,200,"pct_fatigue","AO"
"157",27,0.429293999594122,1.81884156247751e-09,188,"pct_stuffy_runny_nose","AO"
"158",25,0.391705675268226,4.54929832374017e-08,190,"pct_aches_muscle_pain","AO"
"159",22,0.402046942991369,1.5404270407458e-08,193,"pct_sore_throat","AO"
"160",8,0.470374415178445,9.68906976570799e-12,200,"pct_chest_pain","AO"
"161",27,0.4156822300194,6.51939486275557e-09,188,"pct_nausea","AO"
"162",8,0.513729943230709,4.71795846219098e-14,200,"pct_anosmia_ageusia","AO"
"163",27,0.360291582205188,6.76420123561479e-07,188,"pct_eye_pain","AO"
"164",9,0.317655393765206,8.91186981261233e-06,200,"pct_headache","AO"
"165",8,0.499774414798863,2.8443506955012e-13,200,"pct_cmnty_sick","AO"
"166",11,0.585936763994077,1.01911350700801e-18,200,"pct_ever_tested","AO"
"167",53,-0.255218983837923,0.00135073021386342,162,"pct_tested_recently","AO"
"168",51,0.339819578576517,1.25240814012311e-05,164,"pct_worked_outside_home","AO"
"169",28,0.195219393657711,0.00882382582535193,187,"pct_grocery_outside_home","AO"
"170",28,0.508710590874899,3.58229192044063e-13,187,"pct_ate_outside_home","AO"
"171",13,0.395945775049378,1.86273454317142e-08,200,"pct_spent_time_with_non_hh","AO"
"172",13,0.549942670932014,2.98105422285373e-16,200,"pct_attended_public_event","AO"
"173",8,0.510491290544219,7.21106779238472e-14,200,"pct_used_public_transit","AO"
"174",47,0.374433261963543,9.17234792948275e-07,168,"pct_direct_contact_with_non_hh","AO"
"175",26,0.427697809838086,1.9101199936669e-09,189,"pct_wear_mask_all_time","AO"
"176",9,-0.366743280454772,2.26082797685537e-07,200,"pct_wear_mask_most_time","AO"
"177",31,-0.388081708446009,9.4401728725359e-08,184,"pct_wear_mask_half_time","AO"
"178",31,-0.324488915931474,1.0516120332887e-05,184,"pct_wear_mask_some_time","AO"
"179",25,0.285414090360295,9.40432762215626e-05,190,"pct_wear_mask_none_time","AO"
"180",11,-0.399110137133691,1.40027669670722e-08,200,"pct_no_public","AO"
"181",22,0.353007406609429,8.88032052754875e-07,193,"pct_feel_nervous_all_time","AO"
"182",11,0.187150154955402,0.0101193837401097,200,"pct_feel_nervous_most_time","AO"
"183",42,0.282050505952603,0.000221815647685552,173,"pct_feel_nervous_some_time","AO"
"184",32,0.228669406860456,0.00226886138905614,183,"pct_feel_nervous_little_time","AO"
"185",11,-0.322898155303723,6.19904088566767e-06,200,"pct_feel_nervous_none_time","AO"
"186",25,0.360620981927447,5.70856593871751e-07,190,"pct_feel_depressed_all_time","AO"
"187",49,-0.181705229341364,0.0214728450724736,166,"pct_feel_depressed_most_time","AO"
"188",50,0.197643968346537,0.0125172766021971,165,"pct_feel_depressed_some_time","AO"
"189",40,-0.185820620550947,0.0155698903378967,175,"pct_feel_depressed_little_time","AO"
"190",51,-0.211356866757222,0.00768043569563672,164,"pct_feel_depressed_none_time","AO"
"191",35,-0.228273258112305,0.0025220349566217,180,"pct_worried_ill_covid19_very","AO"
"192",13,-0.310131930517134,1.48277863398677e-05,200,"pct_worried_ill_covid19_somewhat","AO"
"193",27,-0.257833044997648,0.000475192441728303,188,"pct_worried_ill_covid19_notTooWorried","AO"
"194",46,0.188577924424477,0.0159200456764342,169,"pct_worried_ill_covid19_notWorried","AO"
"195",55,-0.253147755710235,0.00148252542520365,160,"pct_enough_toEat_very_worried","AO"
"196",17,-0.301384031910153,2.91207474277659e-05,195,"pct_enough_toEat_somewhat_worried","AO"
"197",19,-0.308263295763946,1.86458308361189e-05,195,"pct_enough_toEat_notToo_worried","AO"
"198",39,0.251184186599939,0.000953115441321557,176,"pct_enough_toEat_not_worried","AO"
"199",25,0.320086017324921,1.66519158625563e-05,177,"pct_chills","AO"
"200",53,0.289387860959703,0.00404056973117215,98,"pct_finances_very_worried","AO"
"201",56,-0.272029121537576,0.00765768514601926,95,"pct_finances_somewhat_worried","AO"
"202",46,-0.350546848964462,0.000264128249756795,105,"pct_finances_notToo_worried","AO"
"203",24,0.214843089351921,0.017017355670173,126,"pct_finances_not_worried","AO"
"204",7,0.809128171630124,4.60103062094926e-48,201,"pct_fever","AR"
"205",12,0.855045902507436,5.97889916377916e-59,201,"pct_cough","AR"
"206",7,0.69134279440844,4.7827401987127e-30,201,"pct_difficulty_breathing","AR"
"207",7,0.681005068033845,7.08860489758976e-29,201,"pct_fatigue","AR"
"208",25,0.724756277128557,1.45234149507859e-32,191,"pct_stuffy_runny_nose","AR"
"209",7,0.752192108842321,4.39140890192396e-38,201,"pct_aches_muscle_pain","AR"
"210",7,0.844586454234482,3.64893948906426e-56,201,"pct_sore_throat","AR"
"211",7,0.730709771282659,5.36740447182698e-35,201,"pct_chest_pain","AR"
"212",9,0.587551544620958,3.86901590378075e-20,201,"pct_nausea","AR"
"213",9,0.846483780212958,1.18139076892094e-56,201,"pct_anosmia_ageusia","AR"
"214",7,0.582181661398863,1.01416921011944e-19,201,"pct_eye_pain","AR"
"215",14,0.352415157873321,2.69442060953133e-07,201,"pct_headache","AR"
"216",7,0.889756299694202,4.75341257887811e-70,201,"pct_cmnty_sick","AR"
"217",7,0.904260071244836,7.51704054554551e-76,201,"pct_ever_tested","AR"
"218",49,0.230630604757011,0.00263276542926311,167,"pct_tested_recently","AR"
"219",49,0.324083043805665,1.82350277867444e-05,167,"pct_worked_outside_home","AR"
"220",56,0.256082358608957,0.00104230100929662,160,"pct_grocery_outside_home","AR"
"221",60,0.747176651290527,2.69105756184712e-29,156,"pct_ate_outside_home","AR"
"222",59,0.509675343580899,7.95289991600265e-12,157,"pct_spent_time_with_non_hh","AR"
"223",59,0.601243532559978,6.66474217720151e-17,157,"pct_attended_public_event","AR"
"224",56,0.630530429493899,3.15870297893479e-19,160,"pct_used_public_transit","AR"
"225",60,0.4016759854574,1.84758134381501e-07,156,"pct_direct_contact_with_non_hh","AR"
"226",35,0.58388737015215,5.09378980799908e-18,181,"pct_wear_mask_all_time","AR"
"227",34,-0.638747364323137,2.28574361468435e-22,182,"pct_wear_mask_most_time","AR"
"228",41,-0.721918292282563,1.24855128223596e-29,175,"pct_wear_mask_half_time","AR"
"229",21,-0.492940170675871,2.14235101654625e-13,195,"pct_wear_mask_some_time","AR"
"230",60,-0.418678198359394,4.8452154691213e-08,156,"pct_wear_mask_none_time","AR"
"231",55,-0.682979050841759,1.36493863099555e-23,161,"pct_no_public","AR"
"232",59,-0.455367605294426,1.83788143418402e-09,157,"pct_feel_nervous_all_time","AR"
"233",7,0.377544282417751,3.04243392676556e-08,201,"pct_feel_nervous_most_time","AR"
"234",60,-0.513177837822835,6.32493337886201e-12,156,"pct_feel_nervous_some_time","AR"
"235",60,-0.613739106314815,1.27047348828706e-17,156,"pct_feel_nervous_little_time","AR"
"236",60,0.576208008418692,2.88058771727939e-15,156,"pct_feel_nervous_none_time","AR"
"237",10,0.344165766346761,5.29727873757876e-07,201,"pct_feel_depressed_all_time","AR"
"238",9,0.495856466215357,6.21692076855503e-14,201,"pct_feel_depressed_most_time","AR"
"239",60,-0.366044888951575,2.42247826121961e-06,156,"pct_feel_depressed_some_time","AR"
"240",60,-0.580943195697519,1.50948223084439e-15,156,"pct_feel_depressed_little_time","AR"
"241",60,0.453583198894627,2.43513993831916e-09,156,"pct_feel_depressed_none_time","AR"
"242",14,0.770465667614578,5.70407895810745e-41,201,"pct_worried_ill_covid19_very","AR"
"243",12,-0.768901041870763,1.0320245925944e-40,201,"pct_worried_ill_covid19_somewhat","AR"
"244",14,-0.847335805181447,7.08418808303001e-57,201,"pct_worried_ill_covid19_notTooWorried","AR"
"245",14,-0.754305667912355,2.09778704755268e-38,201,"pct_worried_ill_covid19_notWorried","AR"
"246",60,-0.669949963640327,8.43624025709874e-22,156,"pct_enough_toEat_very_worried","AR"
"247",41,-0.63155890419963,5.59043723245244e-21,175,"pct_enough_toEat_somewhat_worried","AR"
"248",11,-0.364895229894204,9.33592678782552e-08,201,"pct_enough_toEat_notToo_worried","AR"
"249",53,0.520310377643195,9.28290011987108e-13,163,"pct_enough_toEat_not_worried","AR"
"250",15,0.676868859339546,1.52774323132153e-26,187,"pct_chills","AR"
"251",8,0.471243096794244,6.17627547527991e-09,136,"pct_finances_very_worried","AR"
"252",8,-0.428838632291512,1.71068292613318e-07,136,"pct_finances_somewhat_worried","AR"
"253",7,-0.227569847013938,0.00748594824886543,136,"pct_finances_notToo_worried","AR"
"254",46,0.357549358749183,0.000168071511576744,105,"pct_finances_not_worried","AR"
"255",20,0.510424311702269,1.82797429198206e-14,196,"pct_fever","AT"
"256",12,0.711262243375055,1.90016671205214e-32,201,"pct_cough","AT"
"257",15,0.335038688396453,1.09447080573948e-06,201,"pct_difficulty_breathing","AT"
"258",59,-0.293986031882822,0.000177399435061536,157,"pct_fatigue","AT"
"259",15,0.574393588895588,3.97701312237791e-19,201,"pct_stuffy_runny_nose","AT"
"260",12,0.28122516438887,5.02883240287862e-05,201,"pct_aches_muscle_pain","AT"
"261",30,0.611068636146914,1.58183555399598e-20,186,"pct_sore_throat","AT"
"262",15,0.408381934718589,1.60638853994169e-09,201,"pct_chest_pain","AT"
"263",9,0.145137771229008,0.0393107429769704,201,"pct_nausea","AT"
"264",19,0.482051040080337,6.45518392061424e-13,197,"pct_anosmia_ageusia","AT"
"265",58,-0.318722783264185,4.23019375148819e-05,158,"pct_eye_pain","AT"
"266",60,-0.30219420197744,0.000119791911527093,156,"pct_headache","AT"
"267",20,0.671400635254891,3.56531689613415e-27,196,"pct_cmnty_sick","AT"
"268",57,0.789637246039763,2.43135045599207e-35,159,"pct_ever_tested","AT"
"269",15,0.416693381690357,6.89679463890487e-10,201,"pct_tested_recently","AT"
"270",34,0.259257189037462,0.000394218145839538,182,"pct_worked_outside_home","AT"
"271",57,0.246072544704198,0.00170938241104882,159,"pct_grocery_outside_home","AT"
"272",8,-0.456525708079791,8.5766144198908e-12,201,"pct_ate_outside_home","AT"
"273",8,-0.540482862489788,1.02069254443763e-16,201,"pct_spent_time_with_non_hh","AT"
"274",60,0.528594284727526,1.11386804854578e-12,156,"pct_attended_public_event","AT"
"275",56,0.439368896837081,5.51591302972246e-09,160,"pct_used_public_transit","AT"
"276",9,-0.521167272677731,1.83821973480059e-15,201,"pct_direct_contact_with_non_hh","AT"
"277",8,0.535688542095397,2.12831340716867e-16,201,"pct_wear_mask_all_time","AT"
"278",58,0.672119571179956,3.03912849250843e-22,158,"pct_wear_mask_most_time","AT"
"279",8,-0.625944637305878,2.26586476964973e-23,201,"pct_wear_mask_half_time","AT"
"280",12,-0.642643205486599,6.37435630692824e-25,201,"pct_wear_mask_some_time","AT"
"281",7,-0.494065931905049,7.88939211109733e-14,201,"pct_wear_mask_none_time","AT"
"282",56,-0.376076376352617,8.81531751897254e-07,160,"pct_no_public","AT"
"283",16,0.2234907173458,0.00142665585077964,200,"pct_feel_nervous_all_time","AT"
"284",9,0.295921150740302,1.90376732199853e-05,201,"pct_feel_nervous_most_time","AT"
"285",10,0.501493931340093,2.90963626486817e-14,201,"pct_feel_nervous_some_time","AT"
"286",8,0.341361959255813,6.63648559368189e-07,201,"pct_feel_nervous_little_time","AT"
"287",8,-0.524186913579416,1.18400921980506e-15,201,"pct_feel_nervous_none_time","AT"
"288",15,0.278362559447005,6.0386877097797e-05,201,"pct_feel_depressed_all_time","AT"
"289",9,0.316079697960077,4.59475663199498e-06,201,"pct_feel_depressed_most_time","AT"
"290",9,0.487827160679575,1.79013342156282e-13,201,"pct_feel_depressed_some_time","AT"
"291",59,-0.374275176330975,1.2695335736436e-06,157,"pct_feel_depressed_little_time","AT"
"292",9,-0.453158646126674,1.2709010858174e-11,201,"pct_feel_depressed_none_time","AT"
"293",10,0.426102434428592,2.57437202899957e-10,201,"pct_worried_ill_covid19_very","AT"
"294",60,0.433250556865894,1.44830512363532e-08,156,"pct_worried_ill_covid19_somewhat","AT"
"295",50,-0.476396592956238,7.63965687177148e-11,166,"pct_worried_ill_covid19_notTooWorried","AT"
"296",59,-0.325629735043469,2.98028958479292e-05,157,"pct_worried_ill_covid19_notWorried","AT"
"297",56,0.32061952229613,3.37581347678166e-05,160,"pct_enough_toEat_very_worried","AT"
"298",14,-0.231353959801207,0.000923628723950629,201,"pct_enough_toEat_somewhat_worried","AT"
"299",60,0.401427795316381,1.88300760002229e-07,156,"pct_enough_toEat_notToo_worried","AT"
"300",53,-0.461133689509876,5.16683064298231e-10,163,"pct_enough_toEat_not_worried","AT"
"301",12,0.536782127680822,2.01486761285403e-15,187,"pct_chills","AT"
"302",30,0.316299700623101,0.000386325803069466,121,"pct_finances_very_worried","AT"
"303",47,-0.197286392975806,0.0436687034296074,104,"pct_finances_notToo_worried","AT"
"304",49,0.154259953530929,0.0458821205153664,167,"pct_fever","AU"
"305",52,0.495545533541171,1.31375099139476e-11,164,"pct_cough","AU"
"306",42,-0.247477385288569,0.00096042241383347,174,"pct_difficulty_breathing","AU"
"307",27,-0.311280814399637,1.23397261065769e-05,189,"pct_fatigue","AU"
"308",56,0.48611422088443,6.27394657435188e-11,160,"pct_stuffy_runny_nose","AU"
"309",20,-0.474403772342633,1.89071277591414e-12,196,"pct_aches_muscle_pain","AU"
"310",53,0.555582224963061,1.14936083319676e-14,163,"pct_sore_throat","AU"
"311",56,0.250179452061341,0.00137073679038503,160,"pct_nausea","AU"
"312",55,0.419910439374144,2.65942611998964e-08,161,"pct_anosmia_ageusia","AU"
"313",19,-0.398392071231563,6.14286534410724e-09,197,"pct_eye_pain","AU"
"314",12,-0.151130514489829,0.031794425406393,201,"pct_headache","AU"
"315",38,0.704588643348951,3.61507024510979e-28,178,"pct_cmnty_sick","AU"
"316",60,-0.327633296454192,2.80639676021103e-05,156,"pct_ever_tested","AU"
"317",59,0.277453187733173,0.000416515656517727,157,"pct_tested_recently","AU"
"318",56,0.374493221578957,9.87835030264974e-07,160,"pct_worked_outside_home","AU"
"319",58,0.432762892841549,1.2193046509349e-08,158,"pct_grocery_outside_home","AU"
"320",58,0.585034217134694,5.59775953802271e-16,158,"pct_ate_outside_home","AU"
"321",60,0.687565522618414,2.64390259187471e-23,156,"pct_spent_time_with_non_hh","AU"
"322",40,0.158678923529413,0.0349003813218325,176,"pct_attended_public_event","AU"
"323",50,0.19943839918437,0.00976712705678142,166,"pct_used_public_transit","AU"
"324",60,0.663932593133048,2.6095911195958e-21,156,"pct_direct_contact_with_non_hh","AU"
"325",60,-0.714425542863875,8.16481277592714e-26,156,"pct_wear_mask_all_time","AU"
