"","x"
"batched_pct_cmnty_sick_smooth_high",0.162232679214961
"pct_cmnty_sick_smooth",0.193220300697141
"pct_cmnty_sick_smooth_low",0.228525602043085
"pct_cmnty_sick_smooth_high",0.167363962964759
"batched_pct_ever_tested",0.140716802671298
"batched_pct_ever_tested_smooth",0.151949467828353
"batched_pct_ever_tested_smooth_low",0.17700617896433
"batched_pct_ever_tested_smooth_high",0.133107047427702
"pct_ever_tested_smooth",0.150269029720337
"pct_ever_tested_smooth_low",0.169696659518913
"pct_ever_tested_smooth_high",0.134832773012468
"batched_pct_tested_recently",0.0539246744778604
"batched_pct_tested_recently_smooth",0.0486179680674468
"batched_pct_tested_recently_smooth_low",0.0571291363261212
"batched_pct_tested_recently_smooth_high",0.0423139798511467
"pct_tested_recently_smooth",0.0488675579155092
"pct_tested_recently_smooth_low",0.0590071598774287
"pct_tested_recently_smooth_high",0.0417016751910871
"batched_pct_worked_outside_home",0.0650664315449907
"batched_pct_worked_outside_home_smooth",0.0662643467874889
"batched_pct_worked_outside_home_smooth_low",0.0733652671431151
"batched_pct_worked_outside_home_smooth_high",0.0604166999238554
"pct_worked_outside_home_smooth",0.0661311988932725
"pct_worked_outside_home_smooth_low",0.0720707940573135
"pct_worked_outside_home_smooth_high",0.0610960676362785
"batched_pct_grocery_outside_home",0.0250936821414863
"batched_pct_grocery_outside_home_smooth",0.0253736226120295
"batched_pct_grocery_outside_home_smooth_low",0.0262442700165587
"batched_pct_grocery_outside_home_smooth_high",0.0245588873750531
"pct_grocery_outside_home_smooth",0.0254108858549168
"pct_grocery_outside_home_smooth_low",0.0261586167270438
"pct_grocery_outside_home_smooth_high",0.0247047140576565
"batched_pct_ate_outside_home",0.0538189342876073
"batched_pct_ate_outside_home_smooth",0.0614441540817801
"batched_pct_ate_outside_home_smooth_low",0.0701771513517809
"batched_pct_ate_outside_home_smooth_high",0.0546441208892741
"pct_ate_outside_home_smooth",0.0619537191075352
"pct_ate_outside_home_smooth_low",0.0684448046560541
"pct_ate_outside_home_smooth_high",0.0565871732550996
"batched_pct_spent_time_with_non_hh",0.0328742118950741
"batched_pct_spent_time_with_non_hh_smooth",0.0359777840286403
"batched_pct_spent_time_with_non_hh_smooth_low",0.0387165785993888
"batched_pct_spent_time_with_non_hh_smooth_high",0.0336008723756972
"pct_spent_time_with_non_hh_smooth",0.036173640601043
"pct_spent_time_with_non_hh_smooth_low",0.0385584004543696
"pct_spent_time_with_non_hh_smooth_high",0.0340666843913677
"batched_pct_attended_public_event",0.314686764028977
"batched_pct_attended_public_event_smooth",0.359723630796447
"batched_pct_attended_public_event_smooth_low",0.471640236956804
"batched_pct_attended_public_event_smooth_high",0.290734553915145
"pct_attended_public_event_smooth",0.363991583897263
"pct_attended_public_event_smooth_low",0.466039235892786
"pct_attended_public_event_smooth_high",0.298606363300251
"batched_pct_used_public_transit",0.204449243726939
"batched_pct_used_public_transit_smooth",0.216892312837053
"batched_pct_used_public_transit_smooth_low",0.259199821982253
"batched_pct_used_public_transit_smooth_high",0.186457983182235
"pct_used_public_transit_smooth",0.218571978554952
"pct_used_public_transit_smooth_low",0.250488417346657
"pct_used_public_transit_smooth_high",0.193869715036817
"batched_pct_direct_contact_with_non_hh",0.039216377961915
"batched_pct_direct_contact_with_non_hh_smooth",0.0424933596309353
"batched_pct_direct_contact_with_non_hh_smooth_low",0.0459461144676487
"batched_pct_direct_contact_with_non_hh_smooth_high",0.0395232683098177
"pct_direct_contact_with_non_hh_smooth",0.0425737502209717
"pct_direct_contact_with_non_hh_smooth_low",0.0455605712362354
"pct_direct_contact_with_non_hh_smooth_high",0.0399544504818666
"pct_ene_cli",1
