"signal","abs_error"
"pct_fatigue_smooth",70.3604147793592
"pct_fatigue_smooth_low",71.4484464382917
"pct_fatigue_smooth_high",69.4637108985252
"batched_pct_stuffy_runny_nose",71.6313958072858
"batched_pct_stuffy_runny_nose_smooth",70.5409668765552
"batched_pct_stuffy_runny_nose_smooth_low",70.9197312454284
"batched_pct_stuffy_runny_nose_smooth_high",70.2456030921029
"pct_stuffy_runny_nose_smooth",70.8896606824386
"pct_stuffy_runny_nose_smooth_low",71.8951381014753
"pct_stuffy_runny_nose_smooth_high",70.0688942185599
"batched_pct_aches_muscle_pain",69.0252761704774
"batched_pct_aches_muscle_pain_smooth",69.136657180644
"batched_pct_aches_muscle_pain_smooth_low",69.3816017343023
"batched_pct_aches_muscle_pain_smooth_high",68.9687172781643
"pct_aches_muscle_pain_smooth",68.8327051384592
"pct_aches_muscle_pain_smooth_low",69.6466543658656
"pct_aches_muscle_pain_smooth_high",68.2426312110046
"batched_pct_sore_throat",69.6105312539828
"batched_pct_sore_throat_smooth",68.7966501191582
"batched_pct_sore_throat_smooth_low",68.9509490167947
"batched_pct_sore_throat_smooth_high",68.690657596186
"pct_sore_throat_smooth",68.7330069048026
"pct_sore_throat_smooth_low",70.0962980584546
"pct_sore_throat_smooth_high",67.7297170889185
"batched_pct_chest_pain",68.1028817612661
"batched_pct_chest_pain_smooth",67.0359168741329
"batched_pct_chest_pain_smooth_low",67.494540613706
"batched_pct_chest_pain_smooth_high",66.724528453887
"pct_chest_pain_smooth",67.7148761786044
"pct_chest_pain_smooth_low",69.166889342642
"pct_chest_pain_smooth_high",66.706249281851
"batched_pct_nausea",70.9515269121138
"batched_pct_nausea_smooth",69.7678449360983
"batched_pct_nausea_smooth_low",70.8352254316748
"batched_pct_nausea_smooth_high",69.0254459502471
"pct_nausea_smooth",70.517296866704
"pct_nausea_smooth_low",72.0349029712596
"pct_nausea_smooth_high",69.5208021375633
"batched_pct_anosmia_ageusia",70.7793217131257
"batched_pct_anosmia_ageusia_smooth",67.1575671522238
"batched_pct_anosmia_ageusia_smooth_low",69.0553342783875
"batched_pct_anosmia_ageusia_smooth_high",66.2535448907304
"pct_anosmia_ageusia_smooth",67.9159237441245
"pct_anosmia_ageusia_smooth_low",70.4904623790847
"pct_anosmia_ageusia_smooth_high",67.2231014142547
"batched_pct_eye_pain",68.6693261298682
"batched_pct_eye_pain_smooth",68.2493728829412
"batched_pct_eye_pain_smooth_low",68.8654468515879
"batched_pct_eye_pain_smooth_high",67.7683731419677
"pct_eye_pain_smooth",67.657479660791
"pct_eye_pain_smooth_low",68.4477483479036
"pct_eye_pain_smooth_high",67.0629725054555
"batched_pct_headache",67.9940036486438
"batched_pct_headache_smooth",68.0376224350239
"batched_pct_headache_smooth_low",68.4591752307542
"batched_pct_headache_smooth_high",67.669650282826
"pct_headache_smooth",67.6214083042599
"pct_headache_smooth_low",68.3629152328366
"pct_headache_smooth_high",66.955851694086
"batched_pct_cmnty_sick",61.3051384973512
"batched_pct_cmnty_sick_smooth",57.0786534810302
"batched_pct_cmnty_sick_smooth_low",57.1869052243344
"batched_pct_cmnty_sick_smooth_high",57.763068702123
"pct_cmnty_sick_smooth",59.0831737916819
"pct_cmnty_sick_smooth_low",60.2683527174481
"pct_cmnty_sick_smooth_high",58.5924953591619
"batched_pct_ever_tested",84.5636684433168
"batched_pct_ever_tested_smooth",81.3336583888157
"batched_pct_ever_tested_smooth_low",83.3617183787648
"batched_pct_ever_tested_smooth_high",79.8981607551094
"pct_ever_tested_smooth",82.7385459874356
"pct_ever_tested_smooth_low",85.1512707495986
"pct_ever_tested_smooth_high",80.8230240163338
"batched_pct_tested_recently",66.404833525224
"batched_pct_tested_recently_smooth",64.4382433304877
"batched_pct_tested_recently_smooth_low",64.73131414652
"batched_pct_tested_recently_smooth_high",64.6007305269779
"pct_tested_recently_smooth",64.5769484373593
"pct_tested_recently_smooth_low",66.4790333221247
"pct_tested_recently_smooth_high",63.8643925672261
"batched_pct_worked_outside_home",71.6665933525946
"batched_pct_worked_outside_home_smooth",71.188208678689
"batched_pct_worked_outside_home_smooth_low",71.4092731110578
"batched_pct_worked_outside_home_smooth_high",71.0045750086069
"pct_worked_outside_home_smooth",71.8874286537512
"pct_worked_outside_home_smooth_low",72.9602627487464
"pct_worked_outside_home_smooth_high",70.9625948903889
"batched_pct_grocery_outside_home",71.1983564058732
"batched_pct_grocery_outside_home_smooth",70.7245939006212
"batched_pct_grocery_outside_home_smooth_low",70.9370457720207
"batched_pct_grocery_outside_home_smooth_high",70.5250533550179
"pct_grocery_outside_home_smooth",70.9605184727993
"pct_grocery_outside_home_smooth_low",71.3503142350579
"pct_grocery_outside_home_smooth_high",70.6132677445963
"batched_pct_ate_outside_home",100.380495376734
"batched_pct_ate_outside_home_smooth",96.425614495594
"batched_pct_ate_outside_home_smooth_low",99.0211432630196
"batched_pct_ate_outside_home_smooth_high",94.5517218221651
"pct_ate_outside_home_smooth",97.0408394743631
"pct_ate_outside_home_smooth_low",99.5862618839291
"pct_ate_outside_home_smooth_high",94.9938912385717
"batched_pct_spent_time_with_non_hh",85.6292325041109
"batched_pct_spent_time_with_non_hh_smooth",84.0481377257672
"batched_pct_spent_time_with_non_hh_smooth_low",84.749671606298
"batched_pct_spent_time_with_non_hh_smooth_high",83.4324355680132
"pct_spent_time_with_non_hh_smooth",84.9428902464667
"pct_spent_time_with_non_hh_smooth_low",86.1145880033464
"pct_spent_time_with_non_hh_smooth_high",83.8980862127933
"batched_pct_attended_public_event",98.5150603537878
"batched_pct_attended_public_event_smooth",94.935795602727
"batched_pct_attended_public_event_smooth_low",100.900210121576
"batched_pct_attended_public_event_smooth_high",91.3821200310954
"pct_attended_public_event_smooth",95.1392955589563
"pct_attended_public_event_smooth_low",102.259170704304
"pct_attended_public_event_smooth_high",90.8939901181006
"batched_pct_used_public_transit",90.9467214907276
"batched_pct_used_public_transit_smooth",89.4649685904872
"batched_pct_used_public_transit_smooth_low",93.334332002603
"batched_pct_used_public_transit_smooth_high",86.8055062678092
"pct_used_public_transit_smooth",90.0788911282026
"pct_used_public_transit_smooth_low",93.3554959910745
"pct_used_public_transit_smooth_high",87.5115949635494
"batched_pct_direct_contact_with_non_hh",82.9877698020592
"batched_pct_direct_contact_with_non_hh_smooth",81.0328316192191
"batched_pct_direct_contact_with_non_hh_smooth_low",81.8713265534829
"batched_pct_direct_contact_with_non_hh_smooth_high",80.3583785005574
"pct_direct_contact_with_non_hh_smooth",81.9206877483458
"pct_direct_contact_with_non_hh_smooth_low",83.1478024639774
"pct_direct_contact_with_non_hh_smooth_high",80.8560125946963
"pct_ene_cli",0
